text1,text2,tag1,tag2,split,file,split
Herr ÖSTLUND (h):,"Herr talman! Jag ber att till herr statsrådet och chefen för
              jordbruksdepartementet få framföra ett tack för det korta men
              innehållsrika svar som jag fick på den fråga jag framställde.",1,0,0,/content/corpus/protocols/1961/prot-1961--ak--24.xml,train
Anf. 3 HANS PETERSSON i Hallstahammar (vpk):,"Herr talman! Jag får tacka för svaret, även om det har lämnats
              av arbetsmarknadsminister Thalén. Jag ställde frågan till industriministern
              mot bakgrund av tidigare debatter som han och jag har haft beträffande
              både internationellt ägande, som det handlar om när det gäller
              Rauma-Repola, och ägarens ansvar för utvecklingen på industriorterna,
              vilket är en principiell och industripolitisk fråga som sträcker
              sig väsentligt längre än vad arbetsförmedlingen i Sala kan ansvara
              för. Därför är jag litet besviken över att svaret innebär att
              industriministern inte tänker göra något.",1,0,0,/content/corpus/protocols/198788/prot-198788--55.xml,train
Anf. 142 JAN BJÖRKMAN (s) replik:,"Herr talman! Det framgår ganska tydligt att vi här har olika
              inriktning och att Folkpartiet inte gör samma bedömning av behovet
              av vuxenutbildning som regeringspartiet och samarbetspartierna.",1,0,0,/content/corpus/protocols/200304/prot-200304--45.xml,train
Anf. 135 RINALDO KARLSSON (s) replik:,"Herr talman! När det gäller det Sten Svensson kallar för struntsaker
              i alkoholpolitiken, t.ex.",1,0,0,/content/corpus/protocols/199091/prot-199091--129.xml,train
Anf. 88 JOHN ANDERSSON (v):,"Herr talman! Jag skall fatta mig mycket kort. Jag hade bara tänkt
              att nämna några siffror vilka är tillräcklig argumentation för
              att höja det här anslaget.",1,0,0,/content/corpus/protocols/199192/prot-199192--84.xml,train
Anf. 37 ANN-SOFIE ALM (M) replik:,"Fru talman! Jag har begärt replik för att jag är personligen
              förvånad och häpen över den frenesi som Nooshi Dadgostar lägger
              ned på att håna och svartmåla riksdagens beslut. Jag hörde Nooshi
              Dadgostar från talarstolen säga att ytterkantshögern hade kuppats
              bort i statsministeromröstningen. Jag hörde henne säga att Centern
              och Liberalerna röstade på rasisterna. Jag önskar av Nooshi Dadgostar
              en förklaring på den beskrivning av Moderaterna och Kristdemokraterna
              som hon har levererat här i dag. Vi kan börja där.",1,0,0,/content/corpus/protocols/201819/prot-201819--33.xml,train
Anf. 173 BJÖRN SAMUELSON (v) replik:,"Herr talman! Jag skall inte förlänga debatten för mycket. Att
              säga att någon samhällsverksamhet skall stå politiskt fri ja,
              vi kan diskutera länge om någonting sådant är möjligt.",1,0,0,/content/corpus/protocols/199091/prot-199091--130.xml,train
Herr PERSSON i Skänninge (s) kort genmäle:,"Herr talman! När vi under höstriksdagen beslöt om de förhöjda
              slaktdjursavgifterna baserades det beslutet på en framställning
              från jordbruksnämnden. Dess motivering för förhöjningen var att
              vi under 1965 kom att få ett stort fläsköverskott och att det
              behövdes pengar för att kunna avsätta detta över-",1,0,0,/content/corpus/protocols/1965/prot-1965--ak--4.xml,train
Herr Ekman:,"Herr talman! Herr Schlyter har gjort gällande, att ersättningsyrkandet
              borde avslås, därför att detta kontrakt var uppgjort efter det
              att 1918 års lagstiftning hade trätt i kraft. Kontraktet är upprättat
              den 28 december 1918. Emellertid står det så här i 1918 års lag,
              som är utfärdad den 28 juni 1918: »Denna lag träder i kraft dagen
              efter den, då lagen enligt därom meddelad uppgift från trycket
              utkommit i Svensk författningssamling, och gäller till den 1 juli
              1919.> Då kunde väl de, som sålde, ha befogad anledning att tänka
              att de hade att räkna med en lagstiftning, som endast gällde ett
              år.",1,0,0,/content/corpus/protocols/1932/prot-1932--fk--32.xml,train
Anf. 209 OLLE THORELL (S) replik:,"Fru talman! Jag har respekt för Désirée Pethrus synpunkter, men
              jag vill påpeka att ett stort skifte har skett i och med regeringsskiftet
              i utrikespolitiken.",1,0,0,/content/corpus/protocols/201415/prot-201415--58.xml,train
Anf. 69 LENNART NILSSON (s) replik:,"Fru talman! Det har i och för sig inte med bostadspolitiken att
              göra, men då kanske Folkpartiet också ställer upp på en enhetstaxa
              inom barnomsorgen. Där kan det bli verkliga marginaleffekter.",1,0,0,/content/corpus/protocols/19992000/prot-19992000--38.xml,train
Statsrådet fru ODHNOFF:,"Herr talman! Jag vill bara påpeka för herr Werner att det som
              står på s. 19 och som herr Werner läste upp sedan följs upp på
              s. 30 och 31. Kämpa vidare, herr Werner, och läs vad som står
              i utredningen! Där har man nämligen gjort den kartläggning som
              jag nyss redogjorde för. Om herr Werner hade givit sig tid att
              läsa tillräckligt långt hade han fått svar på sin fråga.",1,0,0,/content/corpus/protocols/1968/prot-1968--ak--18.xml,train
Herr statsrådet Elmquist:,"Herr greve och talman, mina herrar! Som herrarna behagade finna,
              har statsutskottets mening i den föreliggande frågan icke varit
              enhällig, utan åtta reservanter ha ansett, att Kungl. Maj:ts förslag
              bort bifallas. Under sådana förhållanden vågar jag göra mig förhoppning
              om att kammaren skall visa samma välvilja som reservanterna, och
              jag skall därför anhålla att nu få något närmare utveckla de,
              så vitt jag kan förstå, synnerligen starka skäl, som tala för
              ett bifall till Kungl. Maj:ts föreliggande förslag.",1,0,0,/content/corpus/protocols/1921/prot-1921--fk--41.xml,train
Herr HEDBLOM (fp):,"Herr talman! Till punkten 42 i statsutskottets utlåtande nr 40
              är fogad en reservation av fyra av utskottets ledamöter. Det gäller
              bidrag till Svenska ekumeniska nämnden. Reservanterna tillstyrker
              en fyrpartimotion om uppräkning av anslaget till nämnden med i
              runt tal 3 700 kronor. Det är som synes fråga om ett mycket litet
              belopp, men på grund av frågans principiella karaktär ber jag
              som en av motionärerna i denna kammare att få anföra några synpunkter.",1,0,0,/content/corpus/protocols/1960/prot-1960--fk--9.xml,train
Anf. 114 RUNE BERGLUND (s):,"Fru talman! Det gläder mig att höra. Jag vill tacka för det svaret.
              Det som är mest glädjande är att regeringen har för avsikt att
              utreda möjligheterna till en solidarisk finansiering. Vi har under
              senare tid varit väldigt oroliga för den situationen att man skulle
              börja att tillämpa olika avgifter i olika delar av landet.",1,0,0,/content/corpus/protocols/199495/prot-199495--41.xml,train
Herr BOHMAN (h):,"Herr talman! Jag kan på många väsentliga punkter ansluta mig
              till det allmänna resonemang och de allmänna synpunkter som båda
              de föregående talarna anförde i fråga om ungdomsvårdsskolornas
              betydelse och angelägenheten av att rusta upp dem. Jag tycker
              emellertid att båda talarna målat i litet för svarta färger då
              det gäller att bedöma vad som hittills har uträttats på detta
              område. Det har dock åstadkommits en rätt ordentlig upprustning.
              Under de senaste fem åren har antalet vårdplatser ökat från ungefär
              800 till 1050. Samtidigt har platserna successivt moderniserats,
              och skolornas kvalitativa resurser har avsevärt förstärkts. Beträffande
              antalet tjänster kan jag hänvisa till att under femårsperioden
              inte mindre än 135 tjänster tillkommit. Detta gör att i dag antalet
              vårdplatser per anställd är ungefär 1,4. Skulle man göra en jämförelse
              med andra områden och se t. ex. på de statliga anstalterna för
              alkoholmissbrukare, skulle man finna att mot-",1,0,0,/content/corpus/protocols/1965/prot-1965--ak--18.xml,train
Anf. 60 ELINA LINNA (v) replik:,"Herr talman! Det var inte bara landstinget i Norrbotten och Folkhälsoinstitutet.
              Det fanns till och med ett läkemedelsbolag som också ville ha
              läkemedlet kvar på Apoteket. Så ensamma är vi alltså inte. Och
              när det gäller sakkunskapen tror jag att Folkhälsoinstitutet står
              för folkhälsoperspektivet i mycket större omfattning än många
              andra remissinstanser.",1,0,0,/content/corpus/protocols/200708/prot-200708--47.xml,train
Anf. 46 ESKIL ERLANDSSON (C):,"Herr talman! Jag tackar för det svar som jag och mina medinterpellanter
              har fått på våra interpellationer till statsrådet.",1,0,0,/content/corpus/protocols/201516/prot-201516--61.xml,train
Herr FAHLANDER:,"Herr talman! Jag har fogat en blank reservation till detta betänkande.
              Den avser ett bifall till den av herr Lundqvist m. fl. gjorda
              reservationen bara på en enda punkt.",1,0,0,/content/corpus/protocols/1949/prot-1949-hÃ¶st-fk--29.xml,train
Statsrådet fru LINDSTRÖM:,"Herr talman! På kammarens bord ligger i dag förslaget till ny
              barnavårds-",1,0,0,/content/corpus/protocols/1960/prot-1960--fk--11.xml,train
Anf. 140 Arbetsmarknadsminister MARGARETA WINBERG (s):,"Fru talman! Så fick vi då ytterligare ett visdomsord. Det var
              inte bara lönerna som var för höga utan även skatterna. Låt mig
              då fråga Per Unckel: Vad gjorde ni under de tre år ni regerade
              om inte sänkte skatterna? Vad har ni för förslag nu om inte att
              sänka skatterna? Vad hände under de tre år som ni regerade och
              sänkte skatterna?",1,0,0,/content/corpus/protocols/199697/prot-199697--106.xml,train
Anf. 15 JAN SANDBERG (m):,"Herr talman! Jag håller med Karl-Erik Persson om att det finns
              skrämmande exempel på vad som har hänt inom taxinäringen. Men
              Karl-Erik Persson verkar också ha ett kort minne. Jag tog i mitt
              inledningsanförande upp en beskrivning av hur det fungerade under
              regleringens tidevarv. Då fanns det svarttaxibilar utan gula taxiskyltar
              eller sådant.",1,0,0,/content/corpus/protocols/199293/prot-199293--16.xml,train
Herr vice talmannen:,"Då riksdagens beslut i avseende på de retroaktiva dyrtidstilläggen
              givit anledning till olika tolkningar och det i detta utlåtande
              hänvisats till föregående beslut, så med hänsyn till att något
              klarare fastställa vad detta beslut har inneburit, skall jag be
              att få yrka på, att kammaren måtte besluta att göra ett tillägg
              1 första punkten, mom. 2, där det hänvisas till kungörelsen av
              den 30 maj 1919, nr 262.",1,0,0,/content/corpus/protocols/1920/prot-1920--fk--62.xml,train
Anf. 94 EWA THALÉN FINNÉ (M) replik:,"Fru talman! Om man ska samverka utifrån en individ krävs det
              att man har en dialog på individbasis med den kommun där en person
              är bosatt eller skriven. Då måste man självklart med denna kommun
              teckna ett avtal om vad man gör. Det är det som ligger i samverkan;
              det är inte bara att man ringer och säger hej. Då har man nämligen
              inte skött sitt uppdrag, som dessutom är lagstiftat.",1,0,0,/content/corpus/protocols/201213/prot-201213--74.xml,train
Anf. 11 RONNY KORSBERG (mp),"Fru talman! Det ligger en hel del i den beskrivning som Lars
              Bäckström nyss gav av situationen. Även om jag kanske inte är
              beredd att gå lika långt som han och beskriva det som ett träsk,
              var det han sade oerhört tankeväckande.",1,0,0,/content/corpus/protocols/199495/prot-199495--102.xml,train
Herr Svensson i Grönvik:,"Herr talman! Jag har vid detta utlåtande fogat en blank reservation
              och skall med några ord motivera vad som ligger bakom reservationen.",1,0,0,/content/corpus/protocols/1943/prot-1943--ak--8.xml,train
Anf. 179 FREDRIK CHRISTENSSON (C) replik:,"Fru talman! Jag vill egentligen inte återupprepa mig, men den
              socialdemokratiskt ledda regeringen har styrt i två och ett halvt
              års tid. Under ett och ett halvt års tid har man haft tillgång
              till en utredning när det gäller en nationell rymdstrategi. Att
              prata om vad som skedde i rymdpolitiken under Alliansens tid är
              att skjuta över problemet. Jag trodde mig veta att Thomas Strand
              är en person som tar ansvar för det som regeringen nu gör och
              har ansvar för, och det som den har ansvar för är ju att presentera
              sin rymdpolitik. Hittills har vi inte sett någonting kommande
              där.",1,0,0,/content/corpus/protocols/201617/prot-201617--76.xml,train
Anf. 110 LARS JOHANSSON (s):,"Fru talman! Jag kan vara väldigt tydlig mot finansministern.
              När det gäller räntesnurrorna är det klart att vi kommer att stödja
              ett sådant förslag från regeringen. Vad jag nämnde var bara att
              jag tyckte att det var lite konstigt när jag tog del av remissen
              att det var Skatteverkets promemoria och att den inte var beredd
              av Finansdepartementet på något annat sätt än att man sade att
              den skulle gå ut på remiss. Jag upplevde då att det kanske var
              lite fyrkantigt. Man kanske kunde ha tittat på lite olika alternativ.",1,0,0,/content/corpus/protocols/200708/prot-200708--138.xml,train
IVAR NORDBERG (s):,"Herr talman! Jag ber att få tacka bostadsministern för svaret.
              Det innehåller i och för sig inga besked om omedelbara åtgärder
              för att medverka till att dämpa de redovisade hyreshöjningsbehoven.
              Men jag tillåter mig ändå att göra en positiv tolkning av svaret,
              dvs. att bostadsministern kommer med positiva förslag i den till
              hösten aviserade propositionen. Jag hoppas att det innebär att
              det kommer att bli förbättringar för just de allmännyttiga bostadsföretagen.",1,0,0,/content/corpus/protocols/197980/prot-197980--150.xml,train
"Chefen för justitiedepartementet, herr statsrådet ZETTERBERG
            erhöll på begäran ordet och anförde:","Herr talman! Med kammarens tillstånd har herr Pettersson i Dahl
              — under framhållande att nuvarande jorddelningslagstiftning vore
              förenad med vissa olägenheter — frågat mig, om jag observerat
              dessa olägenheter och vore i tillfälle att meddela när Kungl.
              Maj:t ämnade för riksdagen framlägga förslag till en reviderad
              lagstiftning om fastighetsbildningsväsendet å landet eller, därest
              ett sådant förslag icke komme att framläggas inom avsevärd tid,
              huruvida ett delförslag kunde förväntas.",1,0,0,/content/corpus/protocols/1949/prot-1949--ak--19.xml,train
INGEGERD TROEDSSON (m):,"Herr talman! Inom hälsooch sjukvården pågår ett omfattande reformarbete.
              I flera fall har angelägna utredningar nu slutförts och förslag
              lämnats. Det är ingen överdrift att säga att många viktiga frågor
              nu väntar på sin lösning.",1,0,0,/content/corpus/protocols/197879/prot-197879--22.xml,train
Anf. 23 PER STENMARCK (m):,"Herr talman! Det intressanta med den upplysning vi fick av statsrådet
              Rainer är att den anslutningsform som man nu talar om inte är
              ett alternativ till kollektivanslutningen utan möjligtvis ett
              tillägg till den.",1,0,0,/content/corpus/protocols/198283/prot-198283--136.xml,train
Anf. 153 TERES LINDBERG (S):,"Herr talman! Det här ärendet handlar om smärre justeringar och
              förtydliganden i skatteförfarandelagen. Det tycker vi är bra.
              Vi tycker att det är bra att man har en tydlig lagstiftning. Vi
              har egentligen ingenting att invända mot förslaget.",1,0,0,/content/corpus/protocols/201314/prot-201314--39.xml,train
Herr Magnusson i Skövde:,"Herr talman! Jag ber att få säga till herr Kilbom, att det ingalunda
              förhåller sig så, att Malmö valskvarn skulle få större utdelning
              genom ett bifall till vad som här är ifrågasatt.",1,0,0,/content/corpus/protocols/1935/prot-1935--ak--43.xml,train
"Chefen för jordbruksdepartementet, herr statsrådet BENGTSSON:","Herr talman! Jag kan inte tänka mig att herr Wedén med den långa
              politiska och parlamentariska bana som han har bakom sig hade
              väntat sig ett annat svar än att jag inte är beredd att göra något
              uttalande, när ärendet inte har slutbehandlats. Herr Wedén är
              ju helt medveten om att regeringen ännu inte har fattat något
              beslut i frågan och att ärendet håller på att beredas.",1,0,0,/content/corpus/protocols/1969/prot-1969--ak--24.xml,train
Anf. 91 Statsrådet ULRICA MESSING (s):,"Fru talman! Infrastrukturen är en viktig del av mitt ansvarsområde,
              regionalpolitiken, men alla politikområden ska inte ligga på en
              regionalpolitisk minister. Infrastrukturen måste vara ett nationellt
              ansvar.",1,0,0,/content/corpus/protocols/200001/prot-200001--103.xml,train
GUNNAR OLSSON (s):,"Herr talman! I den reservation som är fogad vid det här betänkandet
              sluter vi reservanter upp kring de synpunkter som anlagts i motionen
              538. Motionären pekar mycket riktigt på att det med nuvarande
              lagstiftning kan uppstå problem i fråga om det praktiska genomförandet
              av landskapsvårdande insatser. Således kan det t. ex. förekomma
              att en från naturvårdssynpunkt önskvärd siktröjning på markområden
              mellan särskilt anordnade rastplatser vid allmän väg samt vid
              vissa sjöar eller vattendrag blir ofullständigt genomförd därför
              att någon eller några av de berörda markägarna inte ger sitt 41",1,0,0,/content/corpus/protocols/197980/prot-197980--33.xml,train
Herr Brandt:,"Herr talman! Jag ber att få återta mitt yrkande, och jag föreenar
              mig med herr Lövgren i Boden i hans yrkande.",1,0,0,/content/corpus/protocols/1944/prot-1944--ak--11.xml,train
Herr statsrådet Beskow:,"Herr greve och talman, mina herrar! Det var med blandade känslor
              som jag mottog det meddelandet, att statsutskottet avstyrkt Kungl.
              Maj:ts proposition om budgetårets omläggning, men jag lugnade
              mig något, då jag fick tillfälle att taga del av den motivering,
              som å ena sidan utskottsmajoriteten bestått sitt avslagsyrkande
              och å andra sidan reservanterna åstadkommit för sin ståndpunkt.
              |",1,0,0,/content/corpus/protocols/1921/prot-1921--fk--44.xml,train
Anf. 86 ISA HALVARSSON (fp) replik:,"Herr talman! Jag tackar för det senaste. Jag hoppas att Rolf
              Kenneryd i fortsättningen skall vara med och göra upp om förslagen
              i skatteutskottets sessionssal.",1,0,0,/content/corpus/protocols/199798/prot-199798--121.xml,train
Herr statsrådet Borell:,"Herr talman, mina herrar! Den föreliggande frågan är icke av
              någon stor innebörd sakligt sett, men den har viss principiell
              beiydelse.",1,0,0,/content/corpus/protocols/1930/prot-1930--fk--19.xml,train
Anf. 19 LARS-IVAR ERICSON (c) replik:,"Herr talman! Jag konstaterar med glädje att Nikos och Socialdemokraterna
              instämmer i önskan om att få e-bio i hela landet. Vi får väl hoppas
              att det kan vara en positiv signal så att vi också får övriga
              landsbygdsfrågor tillgodosedda av regeringspartiet.",1,0,0,/content/corpus/protocols/200405/prot-200405--88.xml,train
Anf. 15 KARIN RÅGSJÖ (V):,"Herr talman! När vi har förhandlat med regeringen har ett av
              våra spår varit just den psykiska hälsan och barn- och ungdomspsykiatrin.
              Vi har exempelvis förhandlat in 650 miljoner för det här året
              och 1,15 miljarder för 2019 och framåt, för att stärka BUP och
              lågtröskelalternativ. Det är det jag tänker tala om.",1,0,0,/content/corpus/protocols/201718/prot-201718--82.xml,train
Anf. 7 Socialminister INGELA THALÉN:,"Herr talman! Barbro Sandberg har frågat mig om regeringen har
              för avsikt att tillsätta en utredning om hur det samlade förmånssystemet
              för läkemedelsförmånerna skall kunna reformeras. Frågan är ställd
              mot bakgrund av att riksdagen i december förra året uttalade att
              en sådan förutsättningslös utredning omedelbart borde startas.",1,0,0,/content/corpus/protocols/198990/prot-198990--127.xml,train
Anf. 34 KEW NORDQVIST (MP):,Fru talman! Min fråga är till landsbygdsminister Eskil Erlandsson.,1,0,0,/content/corpus/protocols/201112/prot-201112--100.xml,train
Herr CARLSSON i Tyresö (s):,"Herr talman! Jag har läst i två tidningar att statsrådet Olsson
              har sagt att hon bestämt avvisar tvångslinjen. Det hade varit
              bra att få en dementi på den punkten, eftersom uppgiften har spritts
              i massmedia — jag har svårt att tro att man där har hittat på
              detta.",1,0,0,/content/corpus/protocols/197677/prot-197677--71.xml,train
Herr Rydén:,"Herr talman! Jämväl här bör siffran i sista raden av momentet
              minskas, nämligen från 246,800 kronor till 245,300 kronor, varom
              jag tillåter mig att nu göra hemställan.",1,0,0,/content/corpus/protocols/1925/prot-1925--ak--34.xml,train
Anf. 49 SVEN BERGSTRÖM (c):,"Fru talman! Regeringen har gett det välkomna beskedet att man
              vill återinföra trängselskatten i Stockholm. Det kan ske från
              den 1 juli 2007.",1,0,0,/content/corpus/protocols/200607/prot-200607--75.xml,train
Anf. 85 Statsrådet ANDERS YGEMAN (S) replik:,"Fru talman! Jag har nu tre gånger besvarat Lars Hjälmereds fråga.
              Men Lars Hjälmered har inte besvarat min fråga, så jag ställer
              den igen:",1,0,0,/content/corpus/protocols/201819/prot-201819--105.xml,train
Herr HAGBERG (k):,"Herr talman! Jag yrkar bifall till motionerna 1: 393 och II:
              473.",1,0,0,/content/corpus/protocols/1964/prot-1964--ak--17.xml,train
Anf. 66 KENT HÄRSTEDT (s) replik:,"Herr talman! Jag vet inte riktigt hur jag ska börja, för det
              finns stora skillnader. I det här fallet har den svenska regeringen
              åkt till mötet och som enda europeiskt land agerat. Det står ingenting
              i protokollet om de begränsningar Birgitta Ohlsson hänvisar till.
              Jag tror inte ens att det var Gunilla Carlsson som åkte till Dacmötet.
              Det brukar nämligen inte vara biståndsministrar som åker på Dackommittémöten.
              Jag är därför tveksam till den uppgiften.",1,0,0,/content/corpus/protocols/200607/prot-200607--118.xml,train
Herr utbildningsministern CARLSSON erhöll ordet för att besvara,"herr Måbrinks (vpk) i kammarens protokoll för den 10 november
            intagna fråga, nr 311, och anförde:",1,1,1,/content/corpus/protocols/1972/prot-1972--118.xml,train
"Chefen för ecklesiastikdepartementet, herr statsrådet Engberg:","Herr talman! Mina herrar! Jag skall be att först få rikta ett
              ord av tack till statsutskottet för dess välvilliga behandling
              av den föreliggande propositionen. En betydande majoritet har
              inom utskottet samlat sig kring de väsentliga linjerna uti förslaget,
              och beträffande det stycke, där utskottet vidtagit en förändring
              i Kungl. Maj:ts proposition, nämligen i fråga om övergångstidens
              längd, finner jag, att utskottet förebragt så starka och goda
              skäl för denna modifikation med en ändring från 10 till 12 år,
              att jag utan tvekan accepterar densamma.",1,0,0,/content/corpus/protocols/1936/prot-1936--ak--34.xml,train
Anf. 10 GUN HELLSVIK (m),"Herr talman! I vår debatt här i dag finns litet under ytan frågan
              om förbud mot rasistiska organisationer.",1,0,0,/content/corpus/protocols/199596/prot-199596--15.xml,train
Anf. 98 Utbildningsminister GUSTAV FRIDOLIN (MP),§ 20 Svar på interpellation 2014/15:656 om möjlighet till fjärrundervisning,1,0,0,/content/corpus/protocols/201415/prot-201415--120.xml,train
HILDING JOHANSSON (s):,Fru talman! Får jag till sist säga två saker.,1,0,0,/content/corpus/protocols/197980/prot-197980--139.xml,train
Anf. 65 ELVING ANDERSSON (c):,"Fru talman! Birthe Sörestedts anförande var både defensivt och
              litet uppgivet. Regeringspartiet har inga radikala förslag — egentligen
              inga förslag alls — för att komma till rätta med de problem som
              vi har pekat på i de reservationer som nu diskuteras.",1,0,0,/content/corpus/protocols/198788/prot-198788--110.xml,train
WINBERG (s):,"Herr talman! Just den grupp som Carina Hägg tar upp är en grupp
              som vi har diskuterat och uppehållit oss mycket vid i Nationellt
              råd för kvinnofrid. Det är en grupp barn som ofta är bortglömda.
              Det är en grupp barn som vi på olika sätt inte har förmått att
              möta. Jag tänker till exempel på skolan. Lärarna har ofta inte
              utbildning för att ta hand om deras berättelser när de kommer
              efter en hemsk natt där pappan till exempel har slagit mamman.",1,0,0,/content/corpus/protocols/200203/prot-200203--35.xml,train
Anf. 24 Arbetsmarknadsminister ANNA-GRETA LEIJON:,"Herr talman! Nej, jag tycker inte att statistiken är missvisande.
              Däremot -",1,0,0,/content/corpus/protocols/198384/prot-198384--69.xml,train
Anf. 26 LARS LILJA (s) replik:,"Herr talman! Det var tre frågor. Stefan har alltid ganska långa
              inlägg, så att man vet inte var man ska börja.",1,0,0,/content/corpus/protocols/200405/prot-200405--114.xml,train
"Herr Eriesson, Herman:","Herr talman! Herr statsrådet använde mycket starka ord, när han
              karakteriserade det sätt, på vilket Malmö stad skött frågan om
              anskaffande av bostäder åt barnrika familjer. Jag tror inte att
              man kan använda så starka ord. Jag är säker på att de, som äro
              satta att sköta den saken, försökt göra sitt bästa. Men jag vet
              att statsrådet är missbelåten med att man inte har byggt fler
              barnrikehus i Malmö än som skett. Det är möjligt att statsrådet
              på grund därav anser att Malmö stad skött frågan",1,0,0,/content/corpus/protocols/1943/prot-1943--fk--26.xml,train
Anf. 2 TALMANNEN,§ 7 Kammaren åtskildes kl. 11.03.,1,0,0,/content/corpus/protocols/202021/prot-202021--153.xml,train
Anf. 166 HELENA HILLAR ROSEN-QVIST (mp) replik:,"Herr talman! Det är en ganska bra idé. Vi är naturligtvis inte
              överens. Det är helt klart. Det lokala näringslivet utarmas. Det
              vet Lars Tysklind mycket väl. Det är stadskärnorna som berövas
              sitt utbud av småbutiker och specialaffärer. Det är ingen lycklig
              utveckling som detta har fått. Det behöver göras någonting. Under
              tiden ska vi ha ett moratorium.",1,0,0,/content/corpus/protocols/200203/prot-200203--70.xml,train
Anf. 103 LARS BÄCKSTRÖM (v) replik:,"Fru talman! Jag tycker inte att Sverre Palm i sitt anförande
              kommenterade det faktum att tulldatasystemet byggde på idén att
              det skulle kosta",1,0,0,/content/corpus/protocols/199091/prot-199091--87.xml,train
Herr Klefbeck:,"Herr talman! Jag ber att få säga ett par ord utöver vad herr
              ordföranden sade, för att förklara utskottets ställning.",1,0,0,/content/corpus/protocols/1933/prot-1933--fk--17.xml,train
Anf. 33 LAGE RAHM (mp) replik:,"Herr talman! Tobias Krantz nämnde i sitt anförande en hel del
              ord som jag uppfattade att han tillskrev oppositionen. Det var
              rädsla, misstro, misstänksamhet och andra saker. Jag får börja
              med att säga att jag tycker att det är ett otrevligt sätt att
              debattera, att göra så i stället för att vara saklig och förhålla
              sig till sakinnehållet.",1,0,0,/content/corpus/protocols/200910/prot-200910--137.xml,train
Anf. 54 PER LODENIUS (c) replik:,"Herr talman! Du undrar vad du ska svara, Louise Malmström, om
              de ska fortsätta att studera i vår eller inte. Har man redan fått
              rekryteringsbidraget beviljat fortsätter det under nästkommande
              år. Det är nya rekryteringsbidrag som inte kommer till. Det är
              väl ett ganska enkelt svar, att de får fortsätta med rekryteringsbidraget
              under våren när de läser de ca 50 veckorna.",1,0,0,/content/corpus/protocols/200607/prot-200607--40.xml,train
Anf. 12 BENGT HURTIG (v) replik:,"Herr talman! Det finns mycket att säga efter ett sådant här anförande.
              Man får nästan intrycket att",1,0,0,/content/corpus/protocols/199394/prot-199394--98.xml,train
Anf. 106 CLAES ROXBERGH (mp) replik:,"Fru talman! I grunden tror jag att det handlar om synen på den
              regionala demokratin -- en fråga som flera redan har varit inne
              på. Är det så, att man skall förstärka och göra om de traditionella
              organen, våra vanliga statliga organ ute i regionerna? Länsstyrelserna
              är ju statens förlängda arm i de olika regionerna -- och så har
              det alltid varit, av historiska skäl. Men sedan har det bitvis
              blivit en demokratisering. I och med den här reformen blir organen
              kanske litet mera demokratiserade än de tidigare varit. Vi menar
              dock att det inte räcker. Vi måste ge upp tanken på detta med
              att styra regionerna utifrån staten, något som vi fick med Gustav
              Vasa och som växte fram i stormaktstidens Sverige. Men det måste
              vi gå ifrån i dag.",1,0,0,/content/corpus/protocols/199091/prot-199091--39.xml,train
Industriministern NILS ÅSLING:,"Herr talman! Självfallet är jag angelägen om den svenska industrin.
              Till John Johnsson vill jag säga att jag självfallet anser att
              kunnandet som vi har i vår industri och i vår maskintillverkande
              industri är väsentlig för den industriella utvecklingen här i
              landet. Men i kunnandet ligger också att vara konkurrenskraftig
              när det gäller både teknik och ekonomi. Skulle vi frångå de principerna,
              skulle vår industri sjunka tillbaka till en andra rangens industri
              beträffande konkurrenskraft och därmed också teknisk utveckling
              etc. Vi är ju så beroende av export av våra produkter, och skulle
              vi på vår hemmamarknad ge avkall på de krav på konkurrenskraft
              och teknisk utveckling som möter på världsmarknaden skulle därmed
              också svenska företag ha sämre möjligheter att hävda sig på världsmarknaden.",1,0,0,/content/corpus/protocols/197980/prot-197980--53.xml,train
Herr GUSTAFSSON i Borås (fp) kort genmäle:,Herr talman! Herr Spångberg tror sig,1,0,0,/content/corpus/protocols/1963/prot-1963--ak--24.xml,train
HOLM (s):,"Fru talman! Frågan om flytträtt är ju inte så enkel som Mats
              Odell vill göra gällande. Mats Odell har en vana att beskriva
              allt i antingen svart eller vitt. Och det finns faktiskt nyanser.
              Det finns faktiskt argument både för och emot en obligatorisk
              eller lagstadgad flytträtt. Att Mats Odell bara ser den ena typen
              av argument och inte kan se att det också faktiskt finns en del
              invändningar tycker jag är lite hindrande för en diskussion. Det
              är det ena.",1,0,0,/content/corpus/protocols/200102/prot-200102--57.xml,train
Anf. 146 Arbetsmarknadsminister,MARGARETA WINBERG (s),1,1,1,/content/corpus/protocols/199596/prot-199596--115.xml,train
Herr HZEGGBLOM (h):,"Herr talman! Herr Hanssons i Skegrie resonemang är, tycker jag,
              fullkomligt verklighetsfrämmande. Han står här och säger, att
              om denna lag tas bort den 1 juli stiger priserna. Han tror också
              att om vi uppskjuter fastighetstaxeringen i två år, hindrar vi
              priserna att stiga. Står man på det planet skall man inte ge sig
              upp och resonera om jordbrukspriser.",1,0,0,/content/corpus/protocols/1957/prot-1957--ak--6.xml,train
Anf. 110 KJELL-ARNE OTTOSSON (KD):,"Fru talman! Vi står självfallet bakom alla våra reservationer,
              men för att vinna tid vid voteringen yrkar jag bifall endast till
              reservation 10.",1,0,0,/content/corpus/protocols/201920/prot-201920--139.xml,train
