text1,compounded,file,split
Anf. 166 BARBRO WESTERHOLM (fp):,0,/content/corpus/protocols/200607/prot-200607--69.xml,train
Anf. 59 HELENA GELLERMAN (L) replik,0,/content/corpus/protocols/201819/prot-201819--96.xml,train
Anf. 46 JONAS SJÖSTEDT (V) replik:,0,/content/corpus/protocols/201920/prot-201920--58.xml,train
Anf. 50 Miljö- och klimatminister ISABELLA LÖVIN (MP),0,/content/corpus/protocols/201819/prot-201819--91.xml,train
Anf. 144 ANDREAS NORLÉN (M) replik:,0,/content/corpus/protocols/201314/prot-201314--62.xml,train
Anf. 10 Statsrådet ALF SVENSSON (kds):,0,/content/corpus/protocols/199394/prot-199394--20.xml,train
Herr UNDÉN (s):,0,/content/corpus/protocols/1964/prot-1964--fk--12.xml,train
Anf. 146 ANNIKA NORDGREN (mp),0,/content/corpus/protocols/199596/prot-199596--56.xml,train
"Perssons (s) den 14 november anmälda fråga, 1978/79:126, och
            anförde:",0,/content/corpus/protocols/197879/prot-197879--37.xml,train
Anf. 38 ULF KRISTERSSON (M) replik,0,/content/corpus/protocols/201819/prot-201819--103.xml,train
Anf. 44 PATRIK ENGSTRÖM (S) replik,0,/content/corpus/protocols/201516/prot-201516--29.xml,train
Herr TALMANNEN yttrade:,0,/content/corpus/protocols/1968/prot-1968--ak--29.xml,train
Anf. 75 SONIA KARLSSON (s):,0,/content/corpus/protocols/200405/prot-200405--21.xml,train
Anf. 106 JENS HOLM (V) replik:,0,/content/corpus/protocols/201314/prot-201314--12.xml,train
Anf. 107 BIRGER SCHLAUG (mp),0,/content/corpus/protocols/199596/prot-199596--31.xml,train
Anf. 30 Andre vice talman EVA ZETTER-,0,/content/corpus/protocols/200102/prot-200102--48.xml,train
Herr Törnkvist i Karlskrona:,0,/content/corpus/protocols/1933/prot-1933--ak--15.xml,train
Anf. 13 INGEMAR KIHLSTRÖM (KD),0,/content/corpus/protocols/201920/prot-201920--105.xml,train
Anf. 80 BERTIL DANIELSSON (m) replik:,0,/content/corpus/protocols/198687/prot-198687--108.xml,train
Anf. 108 DANIEL RIAZAT (V),0,/content/corpus/protocols/201920/prot-201920--110.xml,train
"Herr NILSSON, FERDINAND, (cp):",0,/content/corpus/protocols/1962/prot-1962--fk--24.xml,train
Anf. 29 MONICA ÖHMAN (s) replik:,0,/content/corpus/protocols/19992000/prot-19992000--42.xml,train
Herr andre vice talmannen MALMBORG (fp):,0,/content/corpus/protocols/1960/prot-1960-hÃ¶st-ak--27.xml,train
Herr EKINGE (fp) kort genmäle:,0,/content/corpus/protocols/1972/prot-1972--49.xml,train
"Chefen för socialdepartementet, herr statsrådet Möller, erhöll
            på begäran ordet och yttrade:",0,/content/corpus/protocols/1944/prot-1944--ak--27.xml,train
Herr Vennersten:,0,/content/corpus/protocols/1921/prot-1921--fk--17.xml,train
Herr Wigforss:,0,/content/corpus/protocols/1927/prot-1927--fk--34.xml,train
Anf. 316 RONNY OLANDER (s):,0,/content/corpus/protocols/200203/prot-200203--13.xml,train
"Chefen för finansdepartementet, herr statsrådet STRÄNG:",0,/content/corpus/protocols/1968/prot-1968--ak--28.xml,train
Anf. 3 Statsrådet NYAMKO SABUNI (FP):,0,/content/corpus/protocols/201112/prot-201112--101.xml,train
Anf. 10 BERT KARLSSON (nyd) replik:,0,/content/corpus/protocols/199192/prot-199192--11.xml,train
Anf. 192 JOHAN HEDIN (C):,0,/content/corpus/protocols/201617/prot-201617--92.xml,train
Anf. 295 LOTTA OLSSON (M) replik:,0,/content/corpus/protocols/202122/prot-202122--41.xml,train
Anf. 47 TOBIAS BILLSTRÖM (m) replik:,0,/content/corpus/protocols/200506/prot-200506--133.xml,train
Anf. 5 ELISABETH SVANTESSON (M) replik,0,/content/corpus/protocols/201516/prot-201516--43.xml,train
Anf. 22 JOAR FORSSELL (L) replik,0,/content/corpus/protocols/202021/prot-202021--50.xml,train
Anf. 34 Justitieminister GUN HELLSVIK,0,/content/corpus/protocols/199394/prot-199394--121.xml,train
Anf. 100 MARIA KORNEVIK-JAKOBSSON (c):,0,/content/corpus/protocols/200607/prot-200607--18.xml,train
Herr Laurén:,0,/content/corpus/protocols/1934/prot-1934--ak--37.xml,train
Anf. 3 Finansminister MAGDALENA ANDERSSON (S),0,/content/corpus/protocols/202021/prot-202021--72.xml,train
Herr PETRÉN (kort genmäle):,0,/content/corpus/protocols/1951/prot-1951-extrahÃ¶st-fk--28.xml,train
Anf. 12 GÖRAN MAGNUSSON (s) replik:,0,/content/corpus/protocols/200405/prot-200405--131.xml,train
Herr ÅKERLIND (m):,0,/content/corpus/protocols/1975/prot-1975--44.xml,train
Anf. 21 PÄR GRANSTEDT (c) replik:,0,/content/corpus/protocols/198889/prot-198889--129.xml,train
Anf. 57 Finansminister BOSSE RING-,0,/content/corpus/protocols/200102/prot-200102--79.xml,train
Herr GUSTAFSSON i Skellefteå (fp):,0,/content/corpus/protocols/1963/prot-1963--ak--4.xml,train
Herr Månsson i Furuvik:,0,/content/corpus/protocols/1928/prot-1928--ak--26.xml,train
Anf. 39 FÖRSTE VICE TALMANNEN:,0,/content/corpus/protocols/198889/prot-198889--12.xml,train
"Herr PETTERSSON, HARALD, (cp):",0,/content/corpus/protocols/1966/prot-1966--fk--12.xml,train
WINBERG (s):,0,/content/corpus/protocols/200203/prot-200203--49.xml,train
(m):,0,/content/corpus/protocols/199091/prot-199091--18.xml,train
Herr Bengtsson i Norup:,0,/content/corpus/protocols/1930/prot-1930--ak--41.xml,train
Herr Weijne:,0,/content/corpus/protocols/1934/prot-1934--ak--32.xml,train
Herr GÖRANSSON (fp):,0,/content/corpus/protocols/1953/prot-1953--fk--15.xml,train
Anf. 124 CLAES ROXBERGH (mp):,0,/content/corpus/protocols/198889/prot-198889--104.xml,train
Anf. 14 JULIA KRONLID (SD):,0,/content/corpus/protocols/201516/prot-201516--45.xml,train
Herr Lindley:,0,/content/corpus/protocols/1928/prot-1928--ak--35.xml,train
Anf. 35 FREDRIK SCHULTE (M):,0,/content/corpus/protocols/201415/prot-201415--64.xml,train
Herr GUSTAFSON i Göteborg (fp):,0,/content/corpus/protocols/1961/prot-1961--ak--11.xml,train
Herr ROMANUS (fp):,0,/content/corpus/protocols/1974/prot-1974--137.xml,train
Anf. 98 DAN ERICSSON (kd):,0,/content/corpus/protocols/19992000/prot-19992000--31.xml,train
"Herr Karlsson, Oscar Gottfrid:",0,/content/corpus/protocols/1939/prot-1939--fk--32.xml,train
Anf. 48 ELIN LUNDGREN (S):,0,/content/corpus/protocols/201213/prot-201213--94.xml,train
"Herr HANSON, PER-OLOF, (fp) fick nu ordet och anförde:",0,/content/corpus/protocols/1962/prot-1962-hÃ¶st-fk--28.xml,train
Anf. 23 DANIEL BÄCKSTRÖM (C) replik:,0,/content/corpus/protocols/202021/prot-202021--116.xml,train
Anf. 53 LAHJA EXNER (s):,0,/content/corpus/protocols/198687/prot-198687--94.xml,train
Anf. 104 JONAS ANDERSSON i Linköping (SD),0,/content/corpus/protocols/202021/prot-202021--14.xml,train
Anf. 65 OLA KARLSSON (m) replik:,0,/content/corpus/protocols/19992000/prot-19992000--12.xml,train
Herr Wallén:,0,/content/corpus/protocols/1933/prot-1933--ak--47.xml,train
Anf. 40 EMMA HULT (MP):,0,/content/corpus/protocols/201516/prot-201516--40.xml,train
Anf. 45 EMIL KÄLLSTRÖM (C) replik:,0,/content/corpus/protocols/201920/prot-201920--6.xml,train
"Herr JACOBSSON, PER, (fp):",0,/content/corpus/protocols/1970/prot-1970--fk--11.xml,train
Anf. 57 ANITA JOHANSSON (s) replik:,0,/content/corpus/protocols/199091/prot-199091--59.xml,train
SONJA FREDGARDH (c):,0,/content/corpus/protocols/197879/prot-197879--15.xml,train
Herr Bissmark:,0,/content/corpus/protocols/1931/prot-1931--fk--37.xml,train
Anf. 232 GEORG ANDERSSON (s):,0,/content/corpus/protocols/199192/prot-199192--83.xml,train
Anf. 30 GUSTAV PERSSON (s):,0,/content/corpus/protocols/198788/prot-198788--21.xml,train
"Herr NELANDER (fp), som yttrade:",0,/content/corpus/protocols/1962/prot-1962-hÃ¶st-ak--27.xml,train
"Herr Hansson, Sigfrid:",0,/content/corpus/protocols/1937/prot-1937--fk--12.xml,train
Anf. 102 MAGNUS JACOBSSON (KD):,0,/content/corpus/protocols/202021/prot-202021--94.xml,train
Anf. 67 Statsminister STEFAN LÖFVEN (S),0,/content/corpus/protocols/201718/prot-201718--45.xml,train
Anf. 94 CECILIA WIKSTRÖM (fp) replik:,0,/content/corpus/protocols/200506/prot-200506--92.xml,train
Anf. 14 EVA OLOFSSON (V):,0,/content/corpus/protocols/201314/prot-201314--101.xml,train
Anf. 17 Jordbruksminister MARGARETA WINBERG (s):,0,/content/corpus/protocols/199899/prot-199899--90.xml,train
Anf. 87 FÖRSTE VICE TALMANEN:,0,/content/corpus/protocols/199798/prot-199798--13.xml,train
Anf. 5 ULLA ANDERSSON (V) replik,0,/content/corpus/protocols/201819/prot-201819--48.xml,train
Anf. 81 CHRISTINE JÖNSSON (m) replik:,0,/content/corpus/protocols/200809/prot-200809--36.xml,train
Anf. 11 DANIEL RIAZAT (V) replik:,0,/content/corpus/protocols/202021/prot-202021--123.xml,train
Anf. 55 ROZA GÜCLÜ HEDIN (S),0,/content/corpus/protocols/201920/prot-201920--32.xml,train
Anf. 14 MARGÖ INGVARDSSON (vpk):,0,/content/corpus/protocols/198283/prot-198283--129.xml,train
Anf. 157 ALICE ÅSTRÖM (v):,0,/content/corpus/protocols/200304/prot-200304--100.xml,train
Anf. 39 CHRISTINA ÖRNEBJÄR (L):,0,/content/corpus/protocols/201516/prot-201516--32.xml,train
Anf. 21 ISABELLA HÖKMARK (M):,0,/content/corpus/protocols/201617/prot-201617--23.xml,train
Herr Spångberg:,0,/content/corpus/protocols/1934/prot-1934--ak--40.xml,train
Herr HANSSON (bf) erhöll på begäran ordet och yttrade:,0,/content/corpus/protocols/1957/prot-1957--ak--4.xml,train
Anf. 114 MARTIN NILSSON (s) replik:,0,/content/corpus/protocols/200405/prot-200405--99.xml,train
Anf. 109 TOMMY FRANZÉN (vpk):,0,/content/corpus/protocols/198788/prot-198788--126.xml,train
Anf. 251 ANNELIE ENOCHSON (kd) replik:,0,/content/corpus/protocols/200001/prot-200001--42.xml,train
Herr GUSTAFSON i kort genmäle:,0,/content/corpus/protocols/1965/prot-1965--ak--14.xml,train
Anf. 56 TORBJÖRN BJÖRLUND (v) replik:,0,/content/corpus/protocols/200607/prot-200607--98.xml,train
Anf. 30 ANITA JOHANSSON (s):,0,/content/corpus/protocols/198586/prot-198586--47.xml,train
Anf. 6 OLA JOHANSSON (C),0,/content/corpus/protocols/201516/prot-201516--109.xml,train
HOLM (s) replik:,0,/content/corpus/protocols/200102/prot-200102--95.xml,train
Anf. 45 SIGGE GODIN (fp) replik:,0,/content/corpus/protocols/199091/prot-199091--119.xml,train
Herr STAXÄNG (h):,0,/content/corpus/protocols/1956/prot-1956-hÃ¶st-ak--31.xml,train
Anf. 9 ULLA-BRITT ÅBARK (s):,0,/content/corpus/protocols/199192/prot-199192--100.xml,train
Herr KÄLLSTAD (fp):,0,/content/corpus/protocols/1969/prot-1969--ak--5.xml,train
Herr NYGREN (s) kort genmäle:,0,/content/corpus/protocols/1971/prot-1971--103.xml,train
Herr SVENSSON i Eskilstuna (s) kort genmäle:,0,/content/corpus/protocols/1972/prot-1972--54.xml,train
Fröken ELMÉN (fp):,0,/content/corpus/protocols/1955/prot-1955--ak--22.xml,train
STAFFAN BURENSTAM LINDER (m) kort genmäle:,0,/content/corpus/protocols/197879/prot-197879--102.xml,train
Anf. 31 Statsrådet MARIA LARSSON (kd):,0,/content/corpus/protocols/200708/prot-200708--133.xml,train
Anf. 101 JAMAL EL-HAJ (S),0,/content/corpus/protocols/201819/prot-201819--57.xml,train
Herr GRANSTEDT (c):,0,/content/corpus/protocols/1974/prot-1974--130.xml,train
Anf. 14 Industriministern THAGE PETERSON:,0,/content/corpus/protocols/198283/prot-198283--22.xml,train
"Chefen för jordbruksdepartementet, herr statsrådet STRÄNG:",0,/content/corpus/protocols/1951/prot-1951--ak--14.xml,train
Anf. 50 HENRIK WESTMAN (m) replik:,0,/content/corpus/protocols/200304/prot-200304--40.xml,train
Anf. 54 Jordbruksminister KARL ERIK OLSSON (c):,0,/content/corpus/protocols/199192/prot-199192--73.xml,train
Fru KRISTENSSON (m) kort genmäle:,0,/content/corpus/protocols/1974/prot-1974--67.xml,train
Anf. 113 EMANUEL ÖZ (S),0,/content/corpus/protocols/201516/prot-201516--65.xml,train
Herr SVENSSON i Malmö (vpk):,0,/content/corpus/protocols/1973/prot-1973--65.xml,train
Anf. 53 LARS SVENSSON (s) replik:,0,/content/corpus/protocols/198283/prot-198283--148.xml,train
Anf. 76 MARGARETA WINBERG (s):,0,/content/corpus/protocols/198283/prot-198283--111.xml,train
Herr HESSELBOM:,0,/content/corpus/protocols/1951/prot-1951--fk--21.xml,train
Herr Clemedtson:,0,/content/corpus/protocols/1926/prot-1926--fk--15.xml,train
Herr Bergman:,0,/content/corpus/protocols/1926/prot-1926--fk--28.xml,train
Herr statsrådet Wigforss:,0,/content/corpus/protocols/1945/prot-1945--fk--20.xml,train
"Hans excellens herr statsministern von Sydow: Jag skall, herr
            vice talman, utan att ingå i detaljer, tillåta mig att framställa
            några erinringar och reflektioner med anledning av vissa uttalanden,
            som gjorts under debatten.",1,/content/corpus/protocols/1921/prot-1921--ak--22.xml,train
Anf. 38 Statsminister STEFAN LÖFVEN (S):,0,/content/corpus/protocols/201415/prot-201415--53.xml,train
OLLE WÄSTBERG i Stockholm (fp):,0,/content/corpus/protocols/197980/prot-197980--106.xml,train
Herr SJÖDAHL:,0,/content/corpus/protocols/1952/prot-1952--fk--7.xml,train
Anf. 47 FREDRICK FEDERLEY (C) replik:,0,/content/corpus/protocols/201314/prot-201314--110.xml,train
Anf. 26 Näringsminister BJÖRN ROSEN-,0,/content/corpus/protocols/19992000/prot-19992000--50.xml,train
Anf. 178 KARIN ENSTRÖM (m):,0,/content/corpus/protocols/200910/prot-200910--32.xml,train
Anf. 4 Näringsminister MAUD OLOFSSON (c):,0,/content/corpus/protocols/200607/prot-200607--28.xml,train
Anf. 162 BIRGER SCHLAUG (mp):,0,/content/corpus/protocols/198889/prot-198889--12.xml,train
Anf. 32 MALIN DANIELSSON (L):,0,/content/corpus/protocols/202021/prot-202021--80.xml,train
Herr BJÖRKMAN (h):,0,/content/corpus/protocols/1962/prot-1962--ak--15.xml,train
Herr Alexanderson:,0,/content/corpus/protocols/1920/prot-1920--fk--52.xml,train
Herr ÖHVALL (fp):,0,/content/corpus/protocols/1966/prot-1966--ak--12.xml,train
Anf. 96 JESSIKA ROSWALL (M):,0,/content/corpus/protocols/201415/prot-201415--15.xml,train
Anf. 67 EVA HJELMSTRÖM (vpk):,0,/content/corpus/protocols/198182/prot-198182--134.xml,train
Anf. 129 ÅSA ROMSON (MP) replik:,0,/content/corpus/protocols/201011/prot-201011--25.xml,train
Anf. 15 ANN-CATHRINE HAGLUND (m):,0,/content/corpus/protocols/198687/prot-198687--57.xml,train
Anf. 17 Infrastrukturminister TOMAS ENEROTH (S):,0,/content/corpus/protocols/201819/prot-201819--109.xml,train
Anf. 158 BEATRICE ASK (m) replik:,0,/content/corpus/protocols/200203/prot-200203--37.xml,train
Anf. 95 NILS HÄGGSTRÖM (c) replik:,0,/content/corpus/protocols/198485/prot-198485--156.xml,train
Anf. 94 ANDERS ÅKESSON (C):,0,/content/corpus/protocols/201213/prot-201213--76.xml,train
Anf. 12 JESSICA ROSENCRANTZ (M):,0,/content/corpus/protocols/202021/prot-202021--10.xml,train
Anf. 1 ACKO ANKARBERG JOHANSSON (KD),0,/content/corpus/protocols/202122/prot-202122--8.xml,train
Anf. 70 Jordbruksminister ESKIL ERLANDSSON (c):,0,/content/corpus/protocols/200708/prot-200708--79.xml,train
Anf. 309 ANITA JÖNSSON (s):,0,/content/corpus/protocols/199798/prot-199798--54.xml,train
Jordbruksministern ANDERS DAHLGREN:,0,/content/corpus/protocols/197980/prot-197980--131.xml,train
Anf. 35 NIKLAS WYKMAN (M),0,/content/corpus/protocols/201516/prot-201516--49.xml,train
Herr HAMRIN i Jönköping (fp):,0,/content/corpus/protocols/1968/prot-1968--ak--14.xml,train
Anf. 155 MARIANNE ANDERSSON (c),0,/content/corpus/protocols/199596/prot-199596--6.xml,train
"Herr försvarsministern HOLMQVIST erhöll ordet för att i ett sammanhang
            besvara dels herr Hermanssons (vpk), dels herr Börjessons i Falköping
            (c) den 12 februari anmälda frågor, 1975/76:226 resp. 228, och
            anförde:",0,/content/corpus/protocols/197576/prot-197576--69.xml,train
Anf. 55 SUSANNE EBERSTEIN (s) replik:,0,/content/corpus/protocols/19992000/prot-19992000--44.xml,train
"Herr Nilsson, Johan, i Malmö:",0,/content/corpus/protocols/1927/prot-1927--fk--8.xml,train
Herr ERNULF (fp):,0,/content/corpus/protocols/1968/prot-1968--fk--29.xml,train
Anf. 110 JONAS SJÖSTEDT (V),0,/content/corpus/protocols/201718/prot-201718--56.xml,train
"Herr Hansson, Sigfrid:",0,/content/corpus/protocols/1936/prot-1936--fk--45.xml,train
Anf. 50 ROBERT HANNAH (L):,0,/content/corpus/protocols/201617/prot-201617--107.xml,train
Anf. 7 Statsrådet ANNA HEDBORG (s):,0,/content/corpus/protocols/199495/prot-199495--38.xml,train
Anf. 181 GUNILLA SVANTORP (S) replik,0,/content/corpus/protocols/201516/prot-201516--47.xml,train
Anf . 46 EDWARD RIEDL (M):,0,/content/corpus/protocols/201415/prot-201415--121.xml,train
Anf. 199 JOHAN FORSSELL (M):,0,/content/corpus/protocols/201314/prot-201314--11.xml,train
"Anf. 149 Arbetsmarknads- och etableringsminister YLVA JOHANSSON
            (S) replik",0,/content/corpus/protocols/201718/prot-201718--47.xml,train
Anf. I FÖRSTE VICE TALMANNEN:,0,/content/corpus/protocols/198788/prot-198788--102.xml,train
Herr TALMANNEN yttrade:,0,/content/corpus/protocols/1956/prot-1956--fk--11.xml,train
"Hans excellens herr ministern för utrikes ärendena Giinther,
            som enligt å föredragningslistan gjord anteckning komme att vid
            detta sammanträde besvara herr Wagnssons berörda frågor, erhöll
            ordet och anförde:",0,/content/corpus/protocols/1941/prot-1941--fk--13.xml,train
Anf. 40 INGEMAR ELIASSON (fp) replik:,0,/content/corpus/protocols/198485/prot-198485--34.xml,train
Anf. 33 HANS WALLMARK (M) replik:,0,/content/corpus/protocols/201819/prot-201819--52.xml,train
"Herr Ström, Fredrik:",0,/content/corpus/protocols/1942/prot-1942--fk--12.xml,train
Anf. 51 THURE JADESTIG (s):,0,/content/corpus/protocols/198283/prot-198283--32.xml,train
"Friherre De Geer: Herr talman! Jag begärde ordet då herr Ström
              yttrade sig. Jag anser liksom han att det är önskvärt att man
              icke genom sådana utskottsutlåtanden som detta alltför mycket
              binder pågående utredningar. Utskottets högt ärade ordförande
              förklarade visserligen, att utskottets ställningstagande icke
              kunde binda den pågående utredningen. Men det är väl ändå så,
              att man inom pågående utredningar brukar lyssna till vad som uttalas
              eller beslutas av riksdagens majoritet i olika frågor. Jag delar
              därför herr Ströms uppfattning, att det är önskvärt, att den pågående
              utredningen icke måtte känna sig bunden av någon viss ståndpunkt.",1,/content/corpus/protocols/1945/prot-1945--fk--13.xml,train
"Herr ANDERSSON, BIRGER, (s):",0,/content/corpus/protocols/1965/prot-1965--fk--18.xml,train
Anf. 7 Ekonomioch budgetministern ROLF WIRTÉN:,0,/content/corpus/protocols/198182/prot-198182--171.xml,train
Herr Lindqvist:,0,/content/corpus/protocols/1942/prot-1942--ak--11.xml,train
Herr Ossbahr:,0,/content/corpus/protocols/1936/prot-1936--ak--30.xml,train
"Utbildningsministern JAN-ERIK WIKSTRÖM erhöll ordet för att besvara
            Inga Lantz (vpk) den 22 november anmälda fråga, 1977/78:157, och
            anförde:",0,/content/corpus/protocols/197778/prot-197778--38.xml,train
Herr Törnkvist i Karlskrona:,0,/content/corpus/protocols/1929/prot-1929--ak--32.xml,train
Herr HELLBACKEN:,0,/content/corpus/protocols/1948/prot-1948--ak--9.xml,train
Anf. 42 LENA KLEVENÅS (s):,0,/content/corpus/protocols/199192/prot-199192--64.xml,train
Anf. 85 MARGARETA CEDERFELT (M) replik:,0,/content/corpus/protocols/201718/prot-201718--45.xml,train
Anf. 11 LOTTA FINSTORP (M),0,/content/corpus/protocols/201718/prot-201718--139.xml,train
Fru HAMRIN-THORELL (fp):,0,/content/corpus/protocols/1966/prot-1966--fk--10.xml,train
Anf. 81 LARS HJERTÉN (m) replik:,0,/content/corpus/protocols/19992000/prot-19992000--45.xml,train
Anf. 83 CHRISTER WINBÄCK (fp):,0,/content/corpus/protocols/200708/prot-200708--46.xml,train
"Herr LARSSON, NILS THEODOR, (cp) kort genmäle:",0,/content/corpus/protocols/1968/prot-1968--fk--25.xml,train
Anf. 142 JOHNNY SKALIN (SD):,0,/content/corpus/protocols/201112/prot-201112--99.xml,train
Herr Westman:,0,/content/corpus/protocols/1930/prot-1930--fk--22.xml,train
Herr ERIKSSON i Arvika (fp):,0,/content/corpus/protocols/1969/prot-1969--ak--20.xml,train
Fru KRISTENSSON (m) kort genmäle:,0,/content/corpus/protocols/197576/prot-197576--117.xml,train
Anf. 120 INGER RENÉ (m):,0,/content/corpus/protocols/200304/prot-200304--71.xml,train
Anf. 67 GULLAN LINDBLAD (m):,0,/content/corpus/protocols/198485/prot-198485--115.xml,train
Anf. 92 MARGIT GENNSER (m):,0,/content/corpus/protocols/199091/prot-199091--96.xml,train
Anf. 24 JONAS SJÖSTEDT (V) replik:,0,/content/corpus/protocols/201920/prot-201920--136.xml,train
Anf. 86 Socialminister BENGT WESTERBERG (fp):,0,/content/corpus/protocols/199394/prot-199394--47.xml,train
Anf. 26 AGNE HANSSON (c):,0,/content/corpus/protocols/198889/prot-198889--100.xml,train
Anf. 9 JONAS SJÖSTEDT (V):,0,/content/corpus/protocols/201011/prot-201011--19.xml,train
"Chefen för jordbruksdepartementet, herr statsrådet HOLMQVIST:",0,/content/corpus/protocols/1967/prot-1967-hÃ¶st-ak--38.xml,train
Anf. 101 HÅKAN SVENNELING (V) replik,0,/content/corpus/protocols/201920/prot-201920--110.xml,train
Herr OSVALD (fp):,0,/content/corpus/protocols/1953/prot-1953--fk--15.xml,train
"Herr förste vice talmannen erhöll på begäran ordet och anförde:
            Jag ber att få hemställa, herr talman, att kammaren måtte besluta,
            att första lagutskottets utlåtande nr 32, i anledning av dels
            Kungl. Maj:ts proposition med förslag till lag om uppläggande
            av nya fastighetsböcker för landet m. m., dels ock i ämnet väckta
            motioner, skall — bland två gånger bordlagda ärenden på morgondagens
            föredragningslista — sättas närmast före första lagutskottets
            utlåtande nr 33, i anledning av dels Kungl. Maj:ts proposition
            med förslag till lag om ändring i vissa delar av förordningen
            den 13 april 1883 angående förlagsinteckning, dels ock en i ämnet
            väckt motion.",1,/content/corpus/protocols/1932/prot-1932--fk--34.xml,train
Anf. 99 Försvarsministern TORSTEN GUSTAFSSON:,0,/content/corpus/protocols/198182/prot-198182--51.xml,train
Herr DAHLÉN (fp) kort genmäle:,0,/content/corpus/protocols/1956/prot-1956--ak--17.xml,train
Anf. 28 LARS-AXEL NORDELL (KD),0,/content/corpus/protocols/201516/prot-201516--121.xml,train
Anf. 6 GUNILLA CARLSSON i Tyresö (m) replik:,0,/content/corpus/protocols/200304/prot-200304--51.xml,train
Anf. 88 HÅKAN SVENNELING (V) replik:,0,/content/corpus/protocols/201718/prot-201718--88.xml,train
Anf. 158 OLA STRÖM (fp) replik:,0,/content/corpus/protocols/199697/prot-199697--78.xml,train
"Herr MANNERSKANTZ (kort genmä- 1e) : Jag vill endast fråga herr
              Ivar Persson, om han inte räknar med andra avdelningens ordförande,
              herr Svensson i Grönvik. Han är väl ingen nullitet. Han kan skriva
              avvikande meningar.",1,/content/corpus/protocols/1948/prot-1948--fk--30.xml,train
Anf. 96 JONAS SJÖSTEDT (V) replik:,0,/content/corpus/protocols/201112/prot-201112--57.xml,train
Anf. 194 PYRY NIEMI (S):,0,/content/corpus/protocols/201516/prot-201516--70.xml,train
Anf. 132 HILLEVI ENGSTRÖM (m) replik:,0,/content/corpus/protocols/200809/prot-200809--15.xml,train
Anf. 122 ELSE-MARIE LINDGREN (kd):,0,/content/corpus/protocols/200405/prot-200405--114.xml,train
Anf. 92 Industriminister IVAR NORDBERG:,0,/content/corpus/protocols/198889/prot-198889--82.xml,train
Anf. 24 BÖRJE NILSSON (s) replik,0,/content/corpus/protocols/199596/prot-199596--37.xml,train
Anf. 142 LARS MOQUIST (nyd) replik:,0,/content/corpus/protocols/199394/prot-199394--39.xml,train
Anf. 31 MÅRTEN WERNER (m):,0,/content/corpus/protocols/198081/prot-198081--17.xml,train
"Herr Ekman, Carl Gustaf:",0,/content/corpus/protocols/1926/prot-1926--fk--13.xml,train
LENNART BLOM (m) replik:,0,/content/corpus/protocols/197980/prot-197980--134.xml,train
Herr TOBÉ (fp) kort genmäle:,0,/content/corpus/protocols/1973/prot-1973--146.xml,train
Herr NILSSON i Tvärålund (cp):,0,/content/corpus/protocols/1966/prot-1966--ak--14.xml,train
Herr Wallén:,0,/content/corpus/protocols/1933/prot-1933--ak--42.xml,train
Anf. 163 OLLE GRAHN (fp):,0,/content/corpus/protocols/198384/prot-198384--167.xml,train
HELLSTRÖM (s),0,/content/corpus/protocols/199495/prot-199495--113.xml,train
Herr HELLSTRÖM (s):,0,/content/corpus/protocols/197576/prot-197576--48.xml,train
Herr KÄLLQVIST (fp):,0,/content/corpus/protocols/1963/prot-1963--fk--3.xml,train
Anf. 31 Finansminister BOSSE RING-,0,/content/corpus/protocols/200203/prot-200203--25.xml,train
Anf. 132 EVA HJELMSTRÖM (vpk):,0,/content/corpus/protocols/198283/prot-198283--44.xml,train
Anf. 64 Klimat- och miljöminister ÅSA ROMSON (MP),0,/content/corpus/protocols/201415/prot-201415--32.xml,train
Herr Bergman:,0,/content/corpus/protocols/1927/prot-1927--fk--30.xml,train
Anf. 65 GÖTHE KNUTSON (m):,0,/content/corpus/protocols/199798/prot-199798--42.xml,train
Anf. 67 LINDA LINDBERG (SD) replik:,0,/content/corpus/protocols/201819/prot-201819--87.xml,train
Herr BENGTSON (bf) kort genmäle:,0,/content/corpus/protocols/1957/prot-1957--fk--6.xml,train
Anf. 102 MARIE ENGSTRÖM (v):,0,/content/corpus/protocols/200809/prot-200809--125.xml,train
Anf. 3 FINN BENGTSSON (M):,0,/content/corpus/protocols/201213/prot-201213--120.xml,train
Anf. 126 ÅSA LINDESTAM (S) replik:,0,/content/corpus/protocols/201213/prot-201213--38.xml,train
Herr H a m rin:,0,/content/corpus/protocols/1920/prot-1920--ak--33.xml,train
Anf. 46 Statsrådet TOBIAS BILLSTRÖM (m):,0,/content/corpus/protocols/200708/prot-200708--64.xml,train
Anf. 74 STEN BERGHEDEN (M):,0,/content/corpus/protocols/201617/prot-201617--48.xml,train
Anf. 172 Statsrådet ULRICA MES-,0,/content/corpus/protocols/19992000/prot-19992000--33.xml,train
Anf. 21 Statsminister FREDRIK REINFELDT (M) replik:,0,/content/corpus/protocols/201314/prot-201314--108.xml,train
"Anf. 46 Arbetsmarknads- och etableringsminister YLVA JOHANSSON
            (S)",0,/content/corpus/protocols/201718/prot-201718--127.xml,train
Hans excellens herr ministern för utrikes ärendena UNDEN:,0,/content/corpus/protocols/1954/prot-1954--ak--21.xml,train
Herr AHLSTEN (fp):,0,/content/corpus/protocols/1955/prot-1955-hÃ¶st-ak--32.xml,train
Anf. 116 Utrikesminister MARGOT WALLSTRÖM (S),0,/content/corpus/protocols/201415/prot-201415--97.xml,train
