text1,file
"Herr NILSSON, FERDINAND, (cp):",/content/corpus/protocols/1962/prot-1962--fk--24.xml
Anf. 29 MONICA ÖHMAN (s) replik:,/content/corpus/protocols/19992000/prot-19992000--42.xml
Herr andre vice talmannen MALMBORG (fp):,/content/corpus/protocols/1960/prot-1960-hÃ¶st-ak--27.xml
Herr EKINGE (fp) kort genmäle:,/content/corpus/protocols/1972/prot-1972--49.xml
"Chefen för socialdepartementet, herr statsrådet Möller, erhöll
            på begäran ordet och yttrade:",/content/corpus/protocols/1944/prot-1944--ak--27.xml
Herr Vennersten:,/content/corpus/protocols/1921/prot-1921--fk--17.xml
Herr Wigforss:,/content/corpus/protocols/1927/prot-1927--fk--34.xml
Anf. 316 RONNY OLANDER (s):,/content/corpus/protocols/200203/prot-200203--13.xml
"Chefen för finansdepartementet, herr statsrådet STRÄNG:",/content/corpus/protocols/1968/prot-1968--ak--28.xml
Anf. 3 Statsrådet NYAMKO SABUNI (FP):,/content/corpus/protocols/201112/prot-201112--101.xml
Anf. 10 BERT KARLSSON (nyd) replik:,/content/corpus/protocols/199192/prot-199192--11.xml
Anf. 192 JOHAN HEDIN (C):,/content/corpus/protocols/201617/prot-201617--92.xml
Anf. 295 LOTTA OLSSON (M) replik:,/content/corpus/protocols/202122/prot-202122--41.xml
Anf. 47 TOBIAS BILLSTRÖM (m) replik:,/content/corpus/protocols/200506/prot-200506--133.xml
Anf. 5 ELISABETH SVANTESSON (M) replik,/content/corpus/protocols/201516/prot-201516--43.xml
Anf. 22 JOAR FORSSELL (L) replik,/content/corpus/protocols/202021/prot-202021--50.xml
Anf. 34 Justitieminister GUN HELLSVIK,/content/corpus/protocols/199394/prot-199394--121.xml
Anf. 100 MARIA KORNEVIK-JAKOBSSON (c):,/content/corpus/protocols/200607/prot-200607--18.xml
Herr Laurén:,/content/corpus/protocols/1934/prot-1934--ak--37.xml
Anf. 3 Finansminister MAGDALENA ANDERSSON (S),/content/corpus/protocols/202021/prot-202021--72.xml
Herr PETRÉN (kort genmäle):,/content/corpus/protocols/1951/prot-1951-extrahÃ¶st-fk--28.xml
Anf. 12 GÖRAN MAGNUSSON (s) replik:,/content/corpus/protocols/200405/prot-200405--131.xml
Herr ÅKERLIND (m):,/content/corpus/protocols/1975/prot-1975--44.xml
Anf. 21 PÄR GRANSTEDT (c) replik:,/content/corpus/protocols/198889/prot-198889--129.xml
Anf. 57 Finansminister BOSSE RING-,/content/corpus/protocols/200102/prot-200102--79.xml
Herr GUSTAFSSON i Skellefteå (fp):,/content/corpus/protocols/1963/prot-1963--ak--4.xml
Herr Månsson i Furuvik:,/content/corpus/protocols/1928/prot-1928--ak--26.xml
Anf. 39 FÖRSTE VICE TALMANNEN:,/content/corpus/protocols/198889/prot-198889--12.xml
"Herr PETTERSSON, HARALD, (cp):",/content/corpus/protocols/1966/prot-1966--fk--12.xml
WINBERG (s):,/content/corpus/protocols/200203/prot-200203--49.xml
(m):,/content/corpus/protocols/199091/prot-199091--18.xml
Herr Bengtsson i Norup:,/content/corpus/protocols/1930/prot-1930--ak--41.xml
Herr Weijne:,/content/corpus/protocols/1934/prot-1934--ak--32.xml
Herr GÖRANSSON (fp):,/content/corpus/protocols/1953/prot-1953--fk--15.xml
Anf. 124 CLAES ROXBERGH (mp):,/content/corpus/protocols/198889/prot-198889--104.xml
Anf. 14 JULIA KRONLID (SD):,/content/corpus/protocols/201516/prot-201516--45.xml
Herr Lindley:,/content/corpus/protocols/1928/prot-1928--ak--35.xml
Anf. 35 FREDRIK SCHULTE (M):,/content/corpus/protocols/201415/prot-201415--64.xml
Herr GUSTAFSON i Göteborg (fp):,/content/corpus/protocols/1961/prot-1961--ak--11.xml
Herr ROMANUS (fp):,/content/corpus/protocols/1974/prot-1974--137.xml
Anf. 98 DAN ERICSSON (kd):,/content/corpus/protocols/19992000/prot-19992000--31.xml
"Herr Karlsson, Oscar Gottfrid:",/content/corpus/protocols/1939/prot-1939--fk--32.xml
Anf. 48 ELIN LUNDGREN (S):,/content/corpus/protocols/201213/prot-201213--94.xml
"Herr HANSON, PER-OLOF, (fp) fick nu ordet och anförde:",/content/corpus/protocols/1962/prot-1962-hÃ¶st-fk--28.xml
Anf. 23 DANIEL BÄCKSTRÖM (C) replik:,/content/corpus/protocols/202021/prot-202021--116.xml
Anf. 53 LAHJA EXNER (s):,/content/corpus/protocols/198687/prot-198687--94.xml
Anf. 104 JONAS ANDERSSON i Linköping (SD),/content/corpus/protocols/202021/prot-202021--14.xml
Anf. 65 OLA KARLSSON (m) replik:,/content/corpus/protocols/19992000/prot-19992000--12.xml
Herr Wallén:,/content/corpus/protocols/1933/prot-1933--ak--47.xml
Anf. 40 EMMA HULT (MP):,/content/corpus/protocols/201516/prot-201516--40.xml
Anf. 45 EMIL KÄLLSTRÖM (C) replik:,/content/corpus/protocols/201920/prot-201920--6.xml
"Herr JACOBSSON, PER, (fp):",/content/corpus/protocols/1970/prot-1970--fk--11.xml
Anf. 57 ANITA JOHANSSON (s) replik:,/content/corpus/protocols/199091/prot-199091--59.xml
SONJA FREDGARDH (c):,/content/corpus/protocols/197879/prot-197879--15.xml
Herr Bissmark:,/content/corpus/protocols/1931/prot-1931--fk--37.xml
Anf. 232 GEORG ANDERSSON (s):,/content/corpus/protocols/199192/prot-199192--83.xml
Anf. 30 GUSTAV PERSSON (s):,/content/corpus/protocols/198788/prot-198788--21.xml
"Herr NELANDER (fp), som yttrade:",/content/corpus/protocols/1962/prot-1962-hÃ¶st-ak--27.xml
"Herr Hansson, Sigfrid:",/content/corpus/protocols/1937/prot-1937--fk--12.xml
Anf. 102 MAGNUS JACOBSSON (KD):,/content/corpus/protocols/202021/prot-202021--94.xml
Anf. 67 Statsminister STEFAN LÖFVEN (S),/content/corpus/protocols/201718/prot-201718--45.xml
Anf. 94 CECILIA WIKSTRÖM (fp) replik:,/content/corpus/protocols/200506/prot-200506--92.xml
Anf. 14 EVA OLOFSSON (V):,/content/corpus/protocols/201314/prot-201314--101.xml
Anf. 17 Jordbruksminister MARGARETA WINBERG (s):,/content/corpus/protocols/199899/prot-199899--90.xml
Anf. 87 FÖRSTE VICE TALMANEN:,/content/corpus/protocols/199798/prot-199798--13.xml
Anf. 5 ULLA ANDERSSON (V) replik,/content/corpus/protocols/201819/prot-201819--48.xml
Anf. 81 CHRISTINE JÖNSSON (m) replik:,/content/corpus/protocols/200809/prot-200809--36.xml
Anf. 11 DANIEL RIAZAT (V) replik:,/content/corpus/protocols/202021/prot-202021--123.xml
Anf. 55 ROZA GÜCLÜ HEDIN (S),/content/corpus/protocols/201920/prot-201920--32.xml
Anf. 14 MARGÖ INGVARDSSON (vpk):,/content/corpus/protocols/198283/prot-198283--129.xml
Anf. 157 ALICE ÅSTRÖM (v):,/content/corpus/protocols/200304/prot-200304--100.xml
Anf. 39 CHRISTINA ÖRNEBJÄR (L):,/content/corpus/protocols/201516/prot-201516--32.xml
Anf. 21 ISABELLA HÖKMARK (M):,/content/corpus/protocols/201617/prot-201617--23.xml
Herr Spångberg:,/content/corpus/protocols/1934/prot-1934--ak--40.xml
Herr HANSSON (bf) erhöll på begäran ordet och yttrade:,/content/corpus/protocols/1957/prot-1957--ak--4.xml
Anf. 114 MARTIN NILSSON (s) replik:,/content/corpus/protocols/200405/prot-200405--99.xml
Anf. 109 TOMMY FRANZÉN (vpk):,/content/corpus/protocols/198788/prot-198788--126.xml
Anf. 251 ANNELIE ENOCHSON (kd) replik:,/content/corpus/protocols/200001/prot-200001--42.xml
Herr GUSTAFSON i kort genmäle:,/content/corpus/protocols/1965/prot-1965--ak--14.xml
Anf. 56 TORBJÖRN BJÖRLUND (v) replik:,/content/corpus/protocols/200607/prot-200607--98.xml
Anf. 30 ANITA JOHANSSON (s):,/content/corpus/protocols/198586/prot-198586--47.xml
Anf. 6 OLA JOHANSSON (C),/content/corpus/protocols/201516/prot-201516--109.xml
HOLM (s) replik:,/content/corpus/protocols/200102/prot-200102--95.xml
Anf. 45 SIGGE GODIN (fp) replik:,/content/corpus/protocols/199091/prot-199091--119.xml
Herr STAXÄNG (h):,/content/corpus/protocols/1956/prot-1956-hÃ¶st-ak--31.xml
Anf. 9 ULLA-BRITT ÅBARK (s):,/content/corpus/protocols/199192/prot-199192--100.xml
Herr KÄLLSTAD (fp):,/content/corpus/protocols/1969/prot-1969--ak--5.xml
Herr NYGREN (s) kort genmäle:,/content/corpus/protocols/1971/prot-1971--103.xml
Herr SVENSSON i Eskilstuna (s) kort genmäle:,/content/corpus/protocols/1972/prot-1972--54.xml
Fröken ELMÉN (fp):,/content/corpus/protocols/1955/prot-1955--ak--22.xml
STAFFAN BURENSTAM LINDER (m) kort genmäle:,/content/corpus/protocols/197879/prot-197879--102.xml
Anf. 31 Statsrådet MARIA LARSSON (kd):,/content/corpus/protocols/200708/prot-200708--133.xml
Anf. 101 JAMAL EL-HAJ (S),/content/corpus/protocols/201819/prot-201819--57.xml
Herr GRANSTEDT (c):,/content/corpus/protocols/1974/prot-1974--130.xml
Anf. 14 Industriministern THAGE PETERSON:,/content/corpus/protocols/198283/prot-198283--22.xml
"Chefen för jordbruksdepartementet, herr statsrådet STRÄNG:",/content/corpus/protocols/1951/prot-1951--ak--14.xml
Anf. 50 HENRIK WESTMAN (m) replik:,/content/corpus/protocols/200304/prot-200304--40.xml
Anf. 54 Jordbruksminister KARL ERIK OLSSON (c):,/content/corpus/protocols/199192/prot-199192--73.xml
Fru KRISTENSSON (m) kort genmäle:,/content/corpus/protocols/1974/prot-1974--67.xml
Anf. 113 EMANUEL ÖZ (S),/content/corpus/protocols/201516/prot-201516--65.xml
Herr SVENSSON i Malmö (vpk):,/content/corpus/protocols/1973/prot-1973--65.xml
Anf. 53 LARS SVENSSON (s) replik:,/content/corpus/protocols/198283/prot-198283--148.xml
Anf. 76 MARGARETA WINBERG (s):,/content/corpus/protocols/198283/prot-198283--111.xml
Herr HESSELBOM:,/content/corpus/protocols/1951/prot-1951--fk--21.xml
Herr Clemedtson:,/content/corpus/protocols/1926/prot-1926--fk--15.xml
Herr Bergman:,/content/corpus/protocols/1926/prot-1926--fk--28.xml
Herr statsrådet Wigforss:,/content/corpus/protocols/1945/prot-1945--fk--20.xml
"Hans excellens herr statsministern von Sydow: Jag skall, herr
            vice talman, utan att ingå i detaljer, tillåta mig att framställa
            några erinringar och reflektioner med anledning av vissa uttalanden,
            som gjorts under debatten.",/content/corpus/protocols/1921/prot-1921--ak--22.xml
Anf. 38 Statsminister STEFAN LÖFVEN (S):,/content/corpus/protocols/201415/prot-201415--53.xml
OLLE WÄSTBERG i Stockholm (fp):,/content/corpus/protocols/197980/prot-197980--106.xml
Herr SJÖDAHL:,/content/corpus/protocols/1952/prot-1952--fk--7.xml
Anf. 47 FREDRICK FEDERLEY (C) replik:,/content/corpus/protocols/201314/prot-201314--110.xml
Anf. 26 Näringsminister BJÖRN ROSEN-,/content/corpus/protocols/19992000/prot-19992000--50.xml
Anf. 178 KARIN ENSTRÖM (m):,/content/corpus/protocols/200910/prot-200910--32.xml
Anf. 4 Näringsminister MAUD OLOFSSON (c):,/content/corpus/protocols/200607/prot-200607--28.xml
Anf. 162 BIRGER SCHLAUG (mp):,/content/corpus/protocols/198889/prot-198889--12.xml
Anf. 32 MALIN DANIELSSON (L):,/content/corpus/protocols/202021/prot-202021--80.xml
Herr BJÖRKMAN (h):,/content/corpus/protocols/1962/prot-1962--ak--15.xml
Herr Alexanderson:,/content/corpus/protocols/1920/prot-1920--fk--52.xml
Herr ÖHVALL (fp):,/content/corpus/protocols/1966/prot-1966--ak--12.xml
Anf. 96 JESSIKA ROSWALL (M):,/content/corpus/protocols/201415/prot-201415--15.xml
Anf. 67 EVA HJELMSTRÖM (vpk):,/content/corpus/protocols/198182/prot-198182--134.xml
Anf. 129 ÅSA ROMSON (MP) replik:,/content/corpus/protocols/201011/prot-201011--25.xml
Anf. 15 ANN-CATHRINE HAGLUND (m):,/content/corpus/protocols/198687/prot-198687--57.xml
Anf. 17 Infrastrukturminister TOMAS ENEROTH (S):,/content/corpus/protocols/201819/prot-201819--109.xml
Anf. 158 BEATRICE ASK (m) replik:,/content/corpus/protocols/200203/prot-200203--37.xml
Anf. 95 NILS HÄGGSTRÖM (c) replik:,/content/corpus/protocols/198485/prot-198485--156.xml
Anf. 94 ANDERS ÅKESSON (C):,/content/corpus/protocols/201213/prot-201213--76.xml
Anf. 12 JESSICA ROSENCRANTZ (M):,/content/corpus/protocols/202021/prot-202021--10.xml
Anf. 1 ACKO ANKARBERG JOHANSSON (KD),/content/corpus/protocols/202122/prot-202122--8.xml
Anf. 70 Jordbruksminister ESKIL ERLANDSSON (c):,/content/corpus/protocols/200708/prot-200708--79.xml
Anf. 309 ANITA JÖNSSON (s):,/content/corpus/protocols/199798/prot-199798--54.xml
Jordbruksministern ANDERS DAHLGREN:,/content/corpus/protocols/197980/prot-197980--131.xml
Anf. 35 NIKLAS WYKMAN (M),/content/corpus/protocols/201516/prot-201516--49.xml
Herr HAMRIN i Jönköping (fp):,/content/corpus/protocols/1968/prot-1968--ak--14.xml
Anf. 155 MARIANNE ANDERSSON (c),/content/corpus/protocols/199596/prot-199596--6.xml
"Herr försvarsministern HOLMQVIST erhöll ordet för att i ett sammanhang
            besvara dels herr Hermanssons (vpk), dels herr Börjessons i Falköping
            (c) den 12 februari anmälda frågor, 1975/76:226 resp. 228, och
            anförde:",/content/corpus/protocols/197576/prot-197576--69.xml
Anf. 55 SUSANNE EBERSTEIN (s) replik:,/content/corpus/protocols/19992000/prot-19992000--44.xml
"Herr Nilsson, Johan, i Malmö:",/content/corpus/protocols/1927/prot-1927--fk--8.xml
Herr ERNULF (fp):,/content/corpus/protocols/1968/prot-1968--fk--29.xml
Anf. 110 JONAS SJÖSTEDT (V),/content/corpus/protocols/201718/prot-201718--56.xml
"Herr Hansson, Sigfrid:",/content/corpus/protocols/1936/prot-1936--fk--45.xml
Anf. 50 ROBERT HANNAH (L):,/content/corpus/protocols/201617/prot-201617--107.xml
Anf. 7 Statsrådet ANNA HEDBORG (s):,/content/corpus/protocols/199495/prot-199495--38.xml
Anf. 181 GUNILLA SVANTORP (S) replik,/content/corpus/protocols/201516/prot-201516--47.xml
Anf . 46 EDWARD RIEDL (M):,/content/corpus/protocols/201415/prot-201415--121.xml
Anf. 199 JOHAN FORSSELL (M):,/content/corpus/protocols/201314/prot-201314--11.xml
"Anf. 149 Arbetsmarknads- och etableringsminister YLVA JOHANSSON
            (S) replik",/content/corpus/protocols/201718/prot-201718--47.xml
Anf. I FÖRSTE VICE TALMANNEN:,/content/corpus/protocols/198788/prot-198788--102.xml
Herr TALMANNEN yttrade:,/content/corpus/protocols/1956/prot-1956--fk--11.xml
"Hans excellens herr ministern för utrikes ärendena Giinther,
            som enligt å föredragningslistan gjord anteckning komme att vid
            detta sammanträde besvara herr Wagnssons berörda frågor, erhöll
            ordet och anförde:",/content/corpus/protocols/1941/prot-1941--fk--13.xml
Anf. 40 INGEMAR ELIASSON (fp) replik:,/content/corpus/protocols/198485/prot-198485--34.xml
Anf. 33 HANS WALLMARK (M) replik:,/content/corpus/protocols/201819/prot-201819--52.xml
"Herr Ström, Fredrik:",/content/corpus/protocols/1942/prot-1942--fk--12.xml
Anf. 51 THURE JADESTIG (s):,/content/corpus/protocols/198283/prot-198283--32.xml
"Friherre De Geer: Herr talman! Jag begärde ordet då herr Ström
              yttrade sig. Jag anser liksom han att det är önskvärt att man
              icke genom sådana utskottsutlåtanden som detta alltför mycket
              binder pågående utredningar. Utskottets högt ärade ordförande
              förklarade visserligen, att utskottets ställningstagande icke
              kunde binda den pågående utredningen. Men det är väl ändå så,
              att man inom pågående utredningar brukar lyssna till vad som uttalas
              eller beslutas av riksdagens majoritet i olika frågor. Jag delar
              därför herr Ströms uppfattning, att det är önskvärt, att den pågående
              utredningen icke måtte känna sig bunden av någon viss ståndpunkt.",/content/corpus/protocols/1945/prot-1945--fk--13.xml
"Herr ANDERSSON, BIRGER, (s):",/content/corpus/protocols/1965/prot-1965--fk--18.xml
Anf. 7 Ekonomioch budgetministern ROLF WIRTÉN:,/content/corpus/protocols/198182/prot-198182--171.xml
Herr Lindqvist:,/content/corpus/protocols/1942/prot-1942--ak--11.xml
Herr Ossbahr:,/content/corpus/protocols/1936/prot-1936--ak--30.xml
"Utbildningsministern JAN-ERIK WIKSTRÖM erhöll ordet för att besvara
            Inga Lantz (vpk) den 22 november anmälda fråga, 1977/78:157, och
            anförde:",/content/corpus/protocols/197778/prot-197778--38.xml
Herr Törnkvist i Karlskrona:,/content/corpus/protocols/1929/prot-1929--ak--32.xml
Herr HELLBACKEN:,/content/corpus/protocols/1948/prot-1948--ak--9.xml
Anf. 42 LENA KLEVENÅS (s):,/content/corpus/protocols/199192/prot-199192--64.xml
Anf. 85 MARGARETA CEDERFELT (M) replik:,/content/corpus/protocols/201718/prot-201718--45.xml
Anf. 11 LOTTA FINSTORP (M),/content/corpus/protocols/201718/prot-201718--139.xml
Fru HAMRIN-THORELL (fp):,/content/corpus/protocols/1966/prot-1966--fk--10.xml
Anf. 81 LARS HJERTÉN (m) replik:,/content/corpus/protocols/19992000/prot-19992000--45.xml
Anf. 83 CHRISTER WINBÄCK (fp):,/content/corpus/protocols/200708/prot-200708--46.xml
"Herr LARSSON, NILS THEODOR, (cp) kort genmäle:",/content/corpus/protocols/1968/prot-1968--fk--25.xml
Anf. 142 JOHNNY SKALIN (SD):,/content/corpus/protocols/201112/prot-201112--99.xml
Herr Westman:,/content/corpus/protocols/1930/prot-1930--fk--22.xml
Herr ERIKSSON i Arvika (fp):,/content/corpus/protocols/1969/prot-1969--ak--20.xml
Fru KRISTENSSON (m) kort genmäle:,/content/corpus/protocols/197576/prot-197576--117.xml
Anf. 120 INGER RENÉ (m):,/content/corpus/protocols/200304/prot-200304--71.xml
Anf. 67 GULLAN LINDBLAD (m):,/content/corpus/protocols/198485/prot-198485--115.xml
Anf. 92 MARGIT GENNSER (m):,/content/corpus/protocols/199091/prot-199091--96.xml
Anf. 24 JONAS SJÖSTEDT (V) replik:,/content/corpus/protocols/201920/prot-201920--136.xml
Anf. 86 Socialminister BENGT WESTERBERG (fp):,/content/corpus/protocols/199394/prot-199394--47.xml
Anf. 26 AGNE HANSSON (c):,/content/corpus/protocols/198889/prot-198889--100.xml
Anf. 9 JONAS SJÖSTEDT (V):,/content/corpus/protocols/201011/prot-201011--19.xml
"Chefen för jordbruksdepartementet, herr statsrådet HOLMQVIST:",/content/corpus/protocols/1967/prot-1967-hÃ¶st-ak--38.xml
Anf. 101 HÅKAN SVENNELING (V) replik,/content/corpus/protocols/201920/prot-201920--110.xml
Herr OSVALD (fp):,/content/corpus/protocols/1953/prot-1953--fk--15.xml
"Herr förste vice talmannen erhöll på begäran ordet och anförde:
            Jag ber att få hemställa, herr talman, att kammaren måtte besluta,
            att första lagutskottets utlåtande nr 32, i anledning av dels
            Kungl. Maj:ts proposition med förslag till lag om uppläggande
            av nya fastighetsböcker för landet m. m., dels ock i ämnet väckta
            motioner, skall — bland två gånger bordlagda ärenden på morgondagens
            föredragningslista — sättas närmast före första lagutskottets
            utlåtande nr 33, i anledning av dels Kungl. Maj:ts proposition
            med förslag till lag om ändring i vissa delar av förordningen
            den 13 april 1883 angående förlagsinteckning, dels ock en i ämnet
            väckt motion.",/content/corpus/protocols/1932/prot-1932--fk--34.xml
Anf. 99 Försvarsministern TORSTEN GUSTAFSSON:,/content/corpus/protocols/198182/prot-198182--51.xml
Herr DAHLÉN (fp) kort genmäle:,/content/corpus/protocols/1956/prot-1956--ak--17.xml
Anf. 28 LARS-AXEL NORDELL (KD),/content/corpus/protocols/201516/prot-201516--121.xml
Anf. 6 GUNILLA CARLSSON i Tyresö (m) replik:,/content/corpus/protocols/200304/prot-200304--51.xml
Anf. 88 HÅKAN SVENNELING (V) replik:,/content/corpus/protocols/201718/prot-201718--88.xml
Anf. 158 OLA STRÖM (fp) replik:,/content/corpus/protocols/199697/prot-199697--78.xml
"Herr MANNERSKANTZ (kort genmä- 1e) : Jag vill endast fråga herr
              Ivar Persson, om han inte räknar med andra avdelningens ordförande,
              herr Svensson i Grönvik. Han är väl ingen nullitet. Han kan skriva
              avvikande meningar.",/content/corpus/protocols/1948/prot-1948--fk--30.xml
Anf. 96 JONAS SJÖSTEDT (V) replik:,/content/corpus/protocols/201112/prot-201112--57.xml
Anf. 194 PYRY NIEMI (S):,/content/corpus/protocols/201516/prot-201516--70.xml
Anf. 132 HILLEVI ENGSTRÖM (m) replik:,/content/corpus/protocols/200809/prot-200809--15.xml
Anf. 122 ELSE-MARIE LINDGREN (kd):,/content/corpus/protocols/200405/prot-200405--114.xml
Anf. 92 Industriminister IVAR NORDBERG:,/content/corpus/protocols/198889/prot-198889--82.xml
Anf. 24 BÖRJE NILSSON (s) replik,/content/corpus/protocols/199596/prot-199596--37.xml
Anf. 142 LARS MOQUIST (nyd) replik:,/content/corpus/protocols/199394/prot-199394--39.xml
Anf. 31 MÅRTEN WERNER (m):,/content/corpus/protocols/198081/prot-198081--17.xml
"Herr Ekman, Carl Gustaf:",/content/corpus/protocols/1926/prot-1926--fk--13.xml
LENNART BLOM (m) replik:,/content/corpus/protocols/197980/prot-197980--134.xml
Herr TOBÉ (fp) kort genmäle:,/content/corpus/protocols/1973/prot-1973--146.xml
Herr NILSSON i Tvärålund (cp):,/content/corpus/protocols/1966/prot-1966--ak--14.xml
Herr Wallén:,/content/corpus/protocols/1933/prot-1933--ak--42.xml
Anf. 163 OLLE GRAHN (fp):,/content/corpus/protocols/198384/prot-198384--167.xml
HELLSTRÖM (s),/content/corpus/protocols/199495/prot-199495--113.xml
Herr HELLSTRÖM (s):,/content/corpus/protocols/197576/prot-197576--48.xml
Herr KÄLLQVIST (fp):,/content/corpus/protocols/1963/prot-1963--fk--3.xml
Anf. 31 Finansminister BOSSE RING-,/content/corpus/protocols/200203/prot-200203--25.xml
Anf. 132 EVA HJELMSTRÖM (vpk):,/content/corpus/protocols/198283/prot-198283--44.xml
Anf. 64 Klimat- och miljöminister ÅSA ROMSON (MP),/content/corpus/protocols/201415/prot-201415--32.xml
Herr Bergman:,/content/corpus/protocols/1927/prot-1927--fk--30.xml
Anf. 65 GÖTHE KNUTSON (m):,/content/corpus/protocols/199798/prot-199798--42.xml
Anf. 67 LINDA LINDBERG (SD) replik:,/content/corpus/protocols/201819/prot-201819--87.xml
Herr BENGTSON (bf) kort genmäle:,/content/corpus/protocols/1957/prot-1957--fk--6.xml
Anf. 102 MARIE ENGSTRÖM (v):,/content/corpus/protocols/200809/prot-200809--125.xml
Anf. 3 FINN BENGTSSON (M):,/content/corpus/protocols/201213/prot-201213--120.xml
Anf. 126 ÅSA LINDESTAM (S) replik:,/content/corpus/protocols/201213/prot-201213--38.xml
Herr H a m rin:,/content/corpus/protocols/1920/prot-1920--ak--33.xml
Anf. 46 Statsrådet TOBIAS BILLSTRÖM (m):,/content/corpus/protocols/200708/prot-200708--64.xml
Anf. 74 STEN BERGHEDEN (M):,/content/corpus/protocols/201617/prot-201617--48.xml
Anf. 172 Statsrådet ULRICA MES-,/content/corpus/protocols/19992000/prot-19992000--33.xml
Anf. 21 Statsminister FREDRIK REINFELDT (M) replik:,/content/corpus/protocols/201314/prot-201314--108.xml
"Anf. 46 Arbetsmarknads- och etableringsminister YLVA JOHANSSON
            (S)",/content/corpus/protocols/201718/prot-201718--127.xml
Hans excellens herr ministern för utrikes ärendena UNDEN:,/content/corpus/protocols/1954/prot-1954--ak--21.xml
Herr AHLSTEN (fp):,/content/corpus/protocols/1955/prot-1955-hÃ¶st-ak--32.xml
Anf. 116 Utrikesminister MARGOT WALLSTRÖM (S),/content/corpus/protocols/201415/prot-201415--97.xml
Anf. 66 Finansminister BOSSE RING-,/content/corpus/protocols/19992000/prot-19992000--107.xml
"Herr statsrådet Pehrsson-Bramstorp: Herr talman! Jag vågar starkt
              betvivla, att det recept skulle vara riktigt, som den siste ärade
              talaren anvisade för reglering av hästimporten eller produktion
              av tillräckligt antal hästar. Jag tror att det med hästproduktionen
              förhåller sig på det sättet, att om priserna äro höga, så ökar
              produktionen, och det finnes ingen organisation eller sammanslutning,
              som på något sätt kan bemästra detta. När sedan produktionen blivit
              tillräckligt stor, inträffar ett prisfall.",/content/corpus/protocols/1937/prot-1937--fk--18.xml
Herr SVENINGSSON (h):,/content/corpus/protocols/1965/prot-1965--fk--23.xml
Herr Blombäck:,/content/corpus/protocols/1942/prot-1942--ak--12.xml
Anf. 105 JESPER SKALBERG KARLSSON (M),/content/corpus/protocols/201617/prot-201617--116.xml
Anf. 181 MONA SAHLIN (s):,/content/corpus/protocols/199192/prot-199192--47.xml
Herr REGNÉLL (m):,/content/corpus/protocols/1972/prot-1972--82.xml
STRÖM (s):,/content/corpus/protocols/200102/prot-200102--55.xml
Anf. 91 ROGER HADDAD (L):,/content/corpus/protocols/202021/prot-202021--142.xml
Anf. 135 BENGT SILFVERSTRAND (s) replik:,/content/corpus/protocols/198788/prot-198788--129.xml
Anf. 285 Statsrådet BRITTA LEJON (s) replik:,/content/corpus/protocols/200001/prot-200001--52.xml
Anf. 15 MIKAEL DAMBERG (s):,/content/corpus/protocols/200506/prot-200506--123.xml
Chefen för jordbruksdepartementet herr statsrådet Linders:,/content/corpus/protocols/1923/prot-1923--ak--17.xml
Anf. 16 ALLAN WIDMAN (FP):,/content/corpus/protocols/201415/prot-201415--121.xml
Anf. 33 Näringsminister MAUD OLOFSSON (c):,/content/corpus/protocols/200607/prot-200607--66.xml
Chefen för kommunikationsdepartementet herr statsrådet M u rray:,/content/corpus/protocols/1921/prot-1921--ak--4.xml
Anf. 97 Miljöminister ANNA LINDH (s):,/content/corpus/protocols/199697/prot-199697--74.xml
Anf. 3 LARS-OVE HAGBERG (vpk):,/content/corpus/protocols/198687/prot-198687--104.xml
Herr WESTBERG (fp):,/content/corpus/protocols/1962/prot-1962--ak--23.xml
Anf. 170 HUGO HEGELAND (m):,/content/corpus/protocols/198788/prot-198788--43.xml
Herr SVENNING (s) kort genmäle:,/content/corpus/protocols/1969/prot-1969--ak--28.xml
Herr Herlitz:,/content/corpus/protocols/1940/prot-1940-urtima-fk--3.xml
Anf. 2 ROLF KENNERYD (c):,/content/corpus/protocols/199798/prot-199798--39.xml
Anf. 13 Tredje vice talman HELENA HÖIJ (kd) replik:,/content/corpus/protocols/200506/prot-200506--120.xml
Anf. 8 Utrikesminister MARGOT WALLSTRÖM (S),/content/corpus/protocols/201617/prot-201617--127.xml
Utbildningsminister BENGT GÖRANSSON:,/content/corpus/protocols/198990/prot-198990--20.xml
Anf. 87 INGVAR SVENSSON (kd) replik:,/content/corpus/protocols/200405/prot-200405--72.xml
Herr GUSTAFSON i Göteborg (fp) kort genmäle:,/content/corpus/protocols/1964/prot-1964-hÃ¶st-ak--35.xml
"Herr socialministern ASPLING erhöll ordet för att besvara herr
            Hagbergs (vpk) i kammarens protokoll för den 4 februari intagna
            fråga, nr 48, och anförde:",/content/corpus/protocols/1971/prot-1971--27.xml
Anf. 67 LOTTA N HEDSTRÖM (mp),/content/corpus/protocols/200102/prot-200102--97.xml
Herr WERNER:,/content/corpus/protocols/1951/prot-1951--fk--13.xml
Anf. 51 Justitieminister THOMAS BODSTRÖM (s) replik:,/content/corpus/protocols/200102/prot-200102--115.xml
Anf. 95 JONAS SJÖSTEDT (V):,/content/corpus/protocols/201011/prot-201011--36.xml
"Herr PERSSON, YNGVE, (s):",/content/corpus/protocols/1967/prot-1967--fk--26.xml
Anf. 51 JASENKO OMANOVIC (S):,/content/corpus/protocols/201415/prot-201415--85.xml
Herr Lindhagen:,/content/corpus/protocols/1936/prot-1936--fk--14.xml
