text,tag,hash,file,berttag
Anf. 39 Statsminister GÖRAN PERSSON (s),0,,/content/corpus/protocols/200102/prot-200102--125.xml,1
Anf. 38 Utrikesminister MARGOT WALLSTRÖM (S),0,,/content/corpus/protocols/201819/prot-201819--54.xml,1
Anf. 192 JAN-OLOF LARSSON (S) replik,0,,/content/corpus/protocols/201617/prot-201617--41.xml,1
Anf. 49 Kultur- och demokratiminister ALICE BAH KUHNKE (MP),0,,/content/corpus/protocols/201617/prot-201617--110.xml,1
(c):,0,,/content/corpus/protocols/199091/prot-199091--12.xml,1
Anf. 65 Statsrådet LARS-ERIK LÖV-,0,,/content/corpus/protocols/200001/prot-200001--54.xml,1
Anf. 21 Statsrådet ARDALAN SHEKARABI (S),0,,/content/corpus/protocols/202021/prot-202021--92.xml,1
Anf. 41 KERSTIN LUNDGREN (C) replik,0,,/content/corpus/protocols/201415/prot-201415--58.xml,1
Anf. 300 LORENTZ TOVATT (MP) replik,0,,/content/corpus/protocols/202122/prot-202122--41.xml,1
"317 av Marianne Stålberg (s) till kommunikationsministern om
            fördelningen av anslaget till drift av statliga vägar:",1,527adf54,/content/corpus/protocols/198889/prot-198889--34.xml,0
Anf. 7 OLLE WÄSTBERG i Stockholm (fp):,0,ec9f548e,/content/corpus/protocols/198081/prot-198081--80.xml,1
Anf. 10 ILONA SZATMARI WALDAU (V),0,,/content/corpus/protocols/202021/prot-202021--71.xml,1
Anf. 116 Statsrådet MATS,0,,/content/corpus/protocols/199596/prot-199596--52.xml,1
"Chefen för försvarsdepartementet, herr statsrådet ANDERSSON,
              som yttrade:",0,d75752f0,/content/corpus/protocols/1957/prot-1957--ak--20.xml,1
Anf. 59 Socialförsäkringsminister ANNIKA STRANDHÄLL (S),0,,/content/corpus/protocols/201415/prot-201415--91.xml,1
Herr statsrådet talade om svåra avvägningar:,1,7b51a357,/content/corpus/protocols/1963/prot-1963--fk--18.xml,0
Anf. 120 Justitieminister LAILA,0,,/content/corpus/protocols/199596/prot-199596--86.xml,1
Herr JANSSON i Benestad (cp) erhöll på begäran ordet och yttrade:,0,bb6859b2,/content/corpus/protocols/1959/prot-1959-hÃ¶st-ak--32.xml,1
Anf. 67 FREDRIK SCHULTE (M),0,,/content/corpus/protocols/201415/prot-201415--121.xml,1
Anf. 171 STINA BERGSTRÖM (MP) replik,0,,/content/corpus/protocols/201516/prot-201516--45.xml,1
Anf. 16 FREDRIK OLOVSSON (S) replik,0,,/content/corpus/protocols/201819/prot-201819--27.xml,1
Anf. 23 MATS GREEN (M),0,,/content/corpus/protocols/201718/prot-201718--114.xml,1
Anf. 33 Finansminister MAGDALENA ANDERSSON (S),0,,/content/corpus/protocols/201516/prot-201516--14.xml,1
Anf. 50 Statsminister STEFAN LÖFVEN (S),0,,/content/corpus/protocols/201819/prot-201819--94.xml,1
(m):,0,,/content/corpus/protocols/199293/prot-199293--26.xml,1
Anf. 105 DANIEL FÄRM (S),0,,/content/corpus/protocols/202021/prot-202021--128.xml,1
Anf. 178 MAGNUS JACOBSSON (KD) replik,0,,/content/corpus/protocols/201819/prot-201819--33.xml,1
Anf. 29 ULF KRISTERSSON (M) replik,0,,/content/corpus/protocols/201920/prot-201920--31.xml,1
Anf. 80 Klimat- och miljöminister ÅSA ROMSON (MP) replik,0,,/content/corpus/protocols/201415/prot-201415--113.xml,1
"1991/92:752 av Bengt Hurtig (v) till miljöministern om miljöproblem
            på Nordkalotten:",1,,/content/corpus/protocols/199192/prot-199192--108.xml,0
Anf. 95 PATRIK ENGSTRÖM (S) replik,0,,/content/corpus/protocols/201718/prot-201718--76.xml,1
Anf. 124 ANGELIKA BENGTSSON (SD),0,,/content/corpus/protocols/202021/prot-202021--129.xml,1
Anf. 57 MIKAEL ESKILANDERSSON (SD),0,,/content/corpus/protocols/201718/prot-201718--88.xml,1
Statsministern THORBJÖRN FÄLLDIN:,0,3ac264f7,/content/corpus/protocols/197980/prot-197980--24.xml,1
Anf. 20 LARS BECKMAN (M),0,,/content/corpus/protocols/201819/prot-201819--54.xml,1
Anf. 105 CARL SCHLYTER (MP) replik,0,,/content/corpus/protocols/201718/prot-201718--88.xml,1
KOG (s):,0,,/content/corpus/protocols/200203/prot-200203--111.xml,1
Anf. 205 BIRGER LAHTI (V) replik,0,,/content/corpus/protocols/201617/prot-201617--101.xml,1
Kommunikationsministern ANITHA BONDESTAM:,0,2b109c50,/content/corpus/protocols/197879/prot-197879--32.xml,1
Anf. 76 JULIA KRONLID (SD),0,,/content/corpus/protocols/201920/prot-201920--28.xml,1
Anf. 139 KARIN RÅGSJÖ (V),0,,/content/corpus/protocols/201617/prot-201617--77.xml,1
"Herr talmannen tog nu avsked av kammarens ledamöter med följande
            ord: Mina damer och herrar! Vi stå nu redo att avsluta 1939 års
            lagtima riksdag. Jag tacker Eder för det överseende och den välvilja,
            som kommit mig till del under fullgörandet av mitt uppdrag att
            leda kammarens förhandlingar.",0,7b371881,/content/corpus/protocols/1939/prot-1939--ak--41.xml,1
Anf. 71 ANNIKA HIRVONEN FALK (MP) replik,0,,/content/corpus/protocols/201819/prot-201819--110.xml,1
Anf. 5 PATRIK BJÖRCK (S) replik,0,,/content/corpus/protocols/201718/prot-201718--73.xml,1
HOLM (s):,0,,/content/corpus/protocols/199899/prot-199899--95.xml,1
"Herr Bergman erhöll nu ordet för kort genmäle och yttrade: Jag
              har begärt ordet för att helt kort replikera herr Bärg i avseende
              å hans yttrande angående de engelska priserna på whisky. Jag meddelade
              inte de av honom anförda nuvarande priserna (som f. ö. blott bestyrka
              mitt allmänna resonemang) utan dem som skulle införas vid det
              tillfälle, jag talade om. Det genom skatten höjda priset på en
              flaska (som motsvarar ungefär tre fjärdedels liter) av den allmännast
              brukliga whiskysorten, betingade förut ej ens 4 shillings, men
              medelpriset skulle efter höjningen bli 14 7/; shillings för ett
              mått motsvarande ?/, liter. Det torde väl för en hel liter i det
              närmaste motsvara den summa i svenskt mynt som jag angav. Man
              får naturligtvis inte utgå från den nuvarande, utan från den dåvarande
              proportionen mellan engelsk och svensk valuta.",0,997de1e4,/content/corpus/protocols/1939/prot-1939-urtima-fk--14.xml,1
Anf. 24 JONAS SJÖSTEDT (V) replik,0,,/content/corpus/protocols/201920/prot-201920--58.xml,1
Försvarsministern LARS DE GEER:,0,adf3fcd3,/content/corpus/protocols/197879/prot-197879--156.xml,1
Anf. 3 Klimat- och miljöminister ÅSA ROMSON (MP),0,,/content/corpus/protocols/201516/prot-201516--72.xml,1
Anf. 118 YASMINE POSIO (V) replik,0,,/content/corpus/protocols/201819/prot-201819--31.xml,1
Anf. 111 ELISABETH BJÖRNSDOTTER RAHM (M),0,,/content/corpus/protocols/201819/prot-201819--51.xml,1
Anf. 9 Miljö- och klimatminister ISABELLA LÖVIN (MP),0,,/content/corpus/protocols/201920/prot-201920--67.xml,1
Anf. 105 ULRIKA CARLSSON i Skövde (C):,0,,/content/corpus/protocols/201516/prot-201516--73.xml,1
Herr statsrådet Levinson avlämnade Kungl. Maj:,1,aa0b0e2c,/content/corpus/protocols/1925/prot-1925--fk--16.xml,0
PETERSON (s),0,,/content/corpus/protocols/199596/prot-199596--31.xml,1
"Statsrådet NYGREN: Herr talman! Det är av oss alla väl känt,
              att ett starkt behov föreligger av en utökad undervisning på det
              medicinska området. Igångsättandet av den medicinska högskolan
              i Göteborg är också ett bevis för att statsmakterna ha beaktat
              denna sak. Högskvlan i Göteborg är ju av mycket ungt datum, Den
              påbörjades 1949. Då satte man i gång med anatomi, och sedan har
              histologien tillkommit i januari 1959, fysiologi och medicinsk
              kemi på hösten 1930 och slutligen farmakologi på vårterminen 1951.
              Man räknar med att allmän patologi och bakteriologi skola komma
              till på höstterminen 1951 och att under vårterminen 1952 den kliniska
              undervisningen skall taga sin början i ämnena medicin och kirurgi
              vid det kliniskt-kemiska laboratoriet och det kliniskt-bakteriologiska
              laboratoriet. Institutionen för speciell bakteriologi skall träda
              i verksamhet från och med ingången av 1952. Jag har velat påminna
              om detta för att påvisa för kammaren, att man verkligen har gjort
              ansträngningar och alltjämt gör ansträngningar för att i snabbast
              möjliga tempo utbygga den medicinska högskolan.",0,448c323c,/content/corpus/protocols/1951/prot-1951--fk--14.xml,1
Anf. 48 KERSTIN LUNDGREN (C),0,,/content/corpus/protocols/202021/prot-202021--5.xml,1
"Herr HANSON, PER-OLOF, (fp):",0,f3af9565,/content/corpus/protocols/1962/prot-1962-hÃ¶st-fk--32.xml,1
Anf. 69 INGBRITT IRHAMMAR (c) replik,0,,/content/corpus/protocols/199495/prot-199495--58.xml,1
Anf. 136 Justitieminister GUN HELLSVIK,0,,/content/corpus/protocols/199293/prot-199293--10.xml,1
"Sedan herr TALMANNEN mottagit även dessa blommor, yttrade han:",0,65fba12b,/content/corpus/protocols/1955/prot-1955-hÃ¶st-fk--32.xml,1
Anf. 67 KRISTINA YNGWE (C),0,,/content/corpus/protocols/201415/prot-201415--65.xml,1
"Herr statsrådet LIDBOM erhöll ordet för att besvara herr Carlssons
            i Vikmanshyttan (c) den 30 oktober framställda interpellation,
            nr 143, till herr bostadsministern, och anförde:",0,fbc7421d,/content/corpus/protocols/1974/prot-1974--138.xml,1
WALLSTRÖM (s),0,,/content/corpus/protocols/199596/prot-199596--84.xml,1
DÉN (s):,0,,/content/corpus/protocols/200001/prot-200001--76.xml,1
1980/81:,1,78fb7b91,/content/corpus/protocols/198081/prot-198081--149.xml,0
Utbildningsministern JAN-ERIK WIKSTRÖM:,0,0fc60829,/content/corpus/protocols/197778/prot-197778--48.xml,1
Anf. 129 AXEL HALLBERG (MP) replik,0,,/content/corpus/protocols/202122/prot-202122--42.xml,1
herr Ericsson i Sörsjön:,1,725a1110,/content/corpus/protocols/1933/prot-1933--ak--2.xml,0
Herr statsrådet Sköld avlämnade Kungl. Maj:,1,a7ada85e,/content/corpus/protocols/1939/prot-1939--fk--16.xml,0
UUSMANN (s),0,,/content/corpus/protocols/199495/prot-199495--111.xml,1
Anf. 76 Utbildningsminister GUSTAV FRIDOLIN (MP),0,,/content/corpus/protocols/201718/prot-201718--81.xml,1
Anf. 92 GUDRUN NORDBORG (V) replik,0,,/content/corpus/protocols/202122/prot-202122--29.xml,1
"Statsrådet BRITT MOGÅRD: Herr talman! Jag vill bara påpeka att
              Lennart Bladh argumenterar mot ett förslag från UHÄ, inte mot
              mig.",0,3790ca46,/content/corpus/protocols/197980/prot-197980--24.xml,1
Anf. 78 CARL-OSKAR BOHLIN (M) replik,0,,/content/corpus/protocols/201920/prot-201920--140.xml,1
Anf. 140 MARIA GARDFJELL (MP) replik,0,,/content/corpus/protocols/201819/prot-201819--34.xml,1
Anf. 26 Statsrådet ANDERS YGEMAN (S),0,,/content/corpus/protocols/201920/prot-201920--15.xml,1
SON (s):,0,,/content/corpus/protocols/200203/prot-200203--62.xml,1
Anf. 95 MARLENE BURWICK (S),0,,/content/corpus/protocols/201920/prot-201920--17.xml,1
Anf. 52 CECILIA WIDEGREN (M) replik,0,,/content/corpus/protocols/201617/prot-201617--47.xml,1
Anf. 147 DAN ERIKSSON i Stockholm (nyd):,0,,/content/corpus/protocols/199192/prot-199192--98.xml,1
SON (s):,0,,/content/corpus/protocols/200203/prot-200203--21.xml,1
Anf. 88 ANNA WALLENTHEIM (S),0,,/content/corpus/protocols/201516/prot-201516--62.xml,1
"som jag nu åberopar och inga andra. Man kunde få uppfattningen
            att det vi Prot. 1987/88:",1,410a764f,/content/corpus/protocols/198788/prot-198788--94.xml,0
Anf. 171 Kommunikationsminister MATS,0,,/content/corpus/protocols/199394/prot-199394--28.xml,1
"Statsrådet fru ODHNOFF, som yttrade:",0,defc50d1,/content/corpus/protocols/1970/prot-1970--ak--25.xml,1
Anf. 16 MOMODOU MALCOLM JALLOW (V),0,,/content/corpus/protocols/201819/prot-201819--60.xml,1
SON (s):,0,,/content/corpus/protocols/200203/prot-200203--117.xml,1
"Herr statsrådet och chefen för ecklesiastikdepartementet PALME
            erhöll ordet för att besvara herr Lidgards (h) fråga om åtgärder
            för att begränsa disciplinproblemen vid skolorna, vilken fråga
            intagits i kammarens protokoll för den 17 oktober, och anförde:",0,f286340a,/content/corpus/protocols/1967/prot-1967-hÃ¶st-fk--38.xml,1
"1991/92:165 av Gullan Lindblad (m) till utbildningsministern
            om laboratorieassistentutbildningen:",1,,/content/corpus/protocols/199192/prot-199192--29.xml,0
"632 av Per Gahrton (mp) till socialministern om resultatet av
            vissa överläggningar mellan EFTA och EG om bioteknik:",1,889a65e3,/content/corpus/protocols/198889/prot-198889--110.xml,0
Anf. 142 GUNNAR BIÖRCK i Värmdö (m):,0,af4c0bf7,/content/corpus/protocols/198586/prot-198586--38.xml,1
"Chefen för kommunikationsdepartementet, herr statsrådet SKOGLUND,
            som yttrade:",0,bd7bb612,/content/corpus/protocols/1963/prot-1963--ak--4.xml,1
Anf. 164 JOHN WIDEGREN (M) replik,0,,/content/corpus/protocols/201819/prot-201819--101.xml,1
1988/89:,1,52f99a15,/content/corpus/protocols/198889/prot-198889--29.xml,0
"42 av Carl Frick (mp) till miljöoch energiministern om internationella
            avtal på miljöområdet:",1,49c2472e,/content/corpus/protocols/198990/prot-198990--19.xml,0
Anf. 7 PER-INGVAR JOHNSSON (C),0,,/content/corpus/protocols/201718/prot-201718--8.xml,1
Anf. 230 EVA-LENA JANSSON (S) replik,0,,/content/corpus/protocols/202122/prot-202122--42.xml,1
Anf. 72 Statsrådet INGEGERD WÄRNERS-,0,,/content/corpus/protocols/200001/prot-200001--113.xml,1
Anf. 86 JOHAN BÜSER (S) replik,0,,/content/corpus/protocols/201415/prot-201415--94.xml,1
(m):,0,,/content/corpus/protocols/199293/prot-199293--40.xml,1
Anf. 145 JIMMY STÅHL (SD),0,,/content/corpus/protocols/201617/prot-201617--101.xml,1
Anf. 2 Förste vice talman PER WESTER-,0,,/content/corpus/protocols/200203/prot-200203--97.xml,1
Anf. 23 NILS FREDRIK AURELIUS (m),0,,/content/corpus/protocols/200102/prot-200102--53.xml,1
"Anf. 38 Finansminister KJELL-OLOF FELDT: Herr talman! Jag vet
              inte vad Bo Lundgren menade med att det är mellan 4 och 7 26 som
              de 13 miljarderna dyker upp. Det är den totala lönekostnadsökning
              som enligt offentliga redovisningar skulle följa av de kommunala
              avtalen. Om kommunerna räknat med 10 96 för de här båda åren eller
              vad de kan ha räknat med spelar mindre roll. Att avtalen kommer
              att överstiga 4 90 är inte det som konstituerar en utgiftsökning
              på 13 miljarder, utan det är den 87 totala lönekostnadsökningen.",0,ae1403f2,/content/corpus/protocols/198788/prot-198788--108.xml,1
PERSSON (s),0,,/content/corpus/protocols/199495/prot-199495--76.xml,1
Anf. 86 PER ÅSLING (C),0,,/content/corpus/protocols/201516/prot-201516--61.xml,1
Anf. 126 KERSTIN-MARIA STA-,0,,/content/corpus/protocols/200102/prot-200102--109.xml,1
Anf. 89 Näringsminister BJÖRN ROSEN-,0,,/content/corpus/protocols/19992000/prot-19992000--126.xml,1
kort genmäle:,1,a27b6b90,/content/corpus/protocols/197778/prot-197778--112.xml,0
1983/84:,1,1795f72e,/content/corpus/protocols/198384/prot-198384--39.xml,0
(c):,0,,/content/corpus/protocols/199091/prot-199091--112.xml,1
Anf. 186 ULRIKA CARLSSON i Skövde (c) replik:,0,,/content/corpus/protocols/200708/prot-200708--74.xml,1
Anf. 97 Utbildningsminister PER UNCKEL,0,,/content/corpus/protocols/199293/prot-199293--76.xml,1
"Herr Lin'dblad: Herr talman! Jag begärde ordet i anledning av
            herr statsrådets yttrande, att det här gällde anslag till landningsplat-",0,136eb557,/content/corpus/protocols/1921/prot-1921--fk--39.xml,1
"Herr inrikesministern HOLMQVIST erhöll ordet för att besvara
            herr Werners i Tyresö (vpk) den 15 oktober framställda interpellation,
            nr 160, och anförde:",0,aa2f8293,/content/corpus/protocols/1971/prot-1971--125.xml,1
1977/78:,1,a8d3268a,/content/corpus/protocols/197778/prot-197778--57.xml,0
Anf. 12 Miljö- och klimatminister PER BOLUND (MP),0,,/content/corpus/protocols/202122/prot-202122--10.xml,1
Herr andre vice talmannen:,1,6e3e760e,/content/corpus/protocols/1933/prot-1933--fk--22.xml,0
Anf. 46 LARS ADAKTUSSON (KD) replik,0,,/content/corpus/protocols/202021/prot-202021--158.xml,1
Herr statsrådet Quensel avlämnade Kungl. Maj:,1,2cc8f5fd,/content/corpus/protocols/1948/prot-1948-hÃ¶st-fk--33.xml,0
"Herr inrikesministern HOLMQVIST erhöll ordet för att besvara
            herr Stridsmans (c) i kammarens protokoll för den 23 januari intagna
            fråga, nr 47, och anförde:",0,81a99f39,/content/corpus/protocols/1973/prot-1973--20.xml,1
Anf. 119 PATRIK BJÖRCK (S) replik,0,,/content/corpus/protocols/201415/prot-201415--75.xml,1
Anf. 103 CHRISTER WINDÉN (nyd),0,,/content/corpus/protocols/199293/prot-199293--113.xml,1
Herr statsrådet Wigforss avlämnade Kungl. Maj:,1,0f02bff4,/content/corpus/protocols/1925/prot-1925--fk--15.xml,0
Anf. 168 RASMUS LING (MP) replik,0,,/content/corpus/protocols/201617/prot-201617--93.xml,1
Anf. 97 MATHIAS TEGNÉR (S),0,,/content/corpus/protocols/201617/prot-201617--109.xml,1
Anf. 22 Statsrådet MORGAN JOHANS-,0,,/content/corpus/protocols/200203/prot-200203--50.xml,1
"CarlGustaf: Jag ber att få säga, att jag, när jag väckte denna
              motion, trodde fullt och fast, att den utan strid om saken skulle
              godkännas. De skäl, som förelågo för ett bifall, voro nämligen
              enligt min mening synnerligen goda. Såg man på vad som hade föregått
              förslagets framställande, på hela det historiska sammanhanget
              om jag så får uttrycka mig, så talade allt för att ett bifall
              till motionen skulle vinnas utan strid i riksdagen.",0,3f14e2a7,/content/corpus/protocols/1921/prot-1921--fk--26.xml,1
"Chefen för jordbruksdepartementet, herr statsrådet Pehrsson-Bramstorp,
              som yttrade: Herr talman! Med andra kammarens tillstånd har herr
              Wallén till mig riktat följande fråga:",0,2bdd0096,/content/corpus/protocols/1941/prot-1941--ak--40.xml,1
THALÉN (s),0,,/content/corpus/protocols/199495/prot-199495--113.xml,1
Anf. 59 Statsrådet MIKAEL DAMBERG (S),0,,/content/corpus/protocols/201819/prot-201819--63.xml,1
(fp):,0,,/content/corpus/protocols/199293/prot-199293--100.xml,1
Anf. 64 BIRGITTA OHLSSON (FP),0,,/content/corpus/protocols/201516/prot-201516--3.xml,1
herr Sjöblom:,1,72b4a526,/content/corpus/protocols/1924/prot-1924--ak--4.xml,0
Anf. 42 HELENA LINDAHL (C) replik,0,,/content/corpus/protocols/202122/prot-202122--12.xml,1
Anf. 156 Kommunikationsminister MATS,0,,/content/corpus/protocols/199394/prot-199394--38.xml,1
VALL (s) replik:,0,,/content/corpus/protocols/19992000/prot-19992000--101.xml,1
Anf. 118 JAN ERICSON (M),0,,/content/corpus/protocols/201718/prot-201718--136.xml,1
Anf. 172 GUSTAV FRIDOLIN (mp),0,,/content/corpus/protocols/200203/prot-200203--66.xml,1
Anf. 6 DANIEL ANDERSSON (S),0,,/content/corpus/protocols/202021/prot-202021--75.xml,1
"Ordet lämnades på begäran till Svar å Chefen för handelsdepartementet,
            herr statsrådet Ekman, som anförde: Herr Uäterballölton. talman!
            Med andra kammarens tillstånd har herr Lundqvist till mig framfört",0,1e921206,/content/corpus/protocols/1936/prot-1936--ak--20.xml,1
Anf. 50 HELENE PETERSSON i Stockaryd (S) replik,0,,/content/corpus/protocols/201516/prot-201516--46.xml,1
THAM (s):,0,,/content/corpus/protocols/199798/prot-199798--29.xml,1
Anf. 53 ROGER RICHTOFF (SD),0,,/content/corpus/protocols/201819/prot-201819--56.xml,1
KE (s) replik:,0,,/content/corpus/protocols/200203/prot-200203--75.xml,1
"Herr inrikesministern HOLMQVIST erhöll ordet för att besvara
            herr Wikners (s) i kammarens protokoll för den 3 mars intagna
            fråga, nr 100, och anförde:",0,44b6d61c,/content/corpus/protocols/1971/prot-1971--41.xml,1
Herr GREBÄCK (c) kort genmäle,0,e0acaeaf,/content/corpus/protocols/1972/prot-1972--145.xml,1
1986/87:,1,9f39e8ec,/content/corpus/protocols/198687/prot-198687--89.xml,0
Anf. 24 EMIL KÄLLSTRÖM (C) replik,0,,/content/corpus/protocols/201718/prot-201718--125.xml,1
"Herr handelsministern FELDT erhöll ordet för att besvara fru
            Nordlanders (vpk) den 28 februari anmälda fråga, nr 102, och anförde:",0,2125b9b6,/content/corpus/protocols/1975/prot-1975--42.xml,1
"108 av Rune Gustavsson (c) till försvarsministern om åtgärder
            för att motverka narkotikamissbruk vid militära förband:",1,f3948d92,/content/corpus/protocols/198081/prot-198081--93.xml,0
Anf. 25 Statsminister STEFAN LÖFVEN (S),0,,/content/corpus/protocols/201617/prot-201617--89.xml,1
Anf. 28 CARL SCHLYTER (MP),0,,/content/corpus/protocols/201718/prot-201718--32.xml,1
Herr statsrådet Ekman avlämnade Kungl. Maj:,1,cdf1f84e,/content/corpus/protocols/1933/prot-1933--fk--39.xml,0
Anf. 39 KENT HÄRSTEDT (S) replik,0,,/content/corpus/protocols/201718/prot-201718--51.xml,1
Anf. 40 Utbildningsminister LENA HJELM-WALLÉN:,0,f5212f9d,/content/corpus/protocols/198384/prot-198384--140.xml,1
"Herr GUSTAFSSON, NILS-ERIC, (cp):",0,0fefce66,/content/corpus/protocols/1969/prot-1969--fk--17.xml,1
(kds):,0,,/content/corpus/protocols/199293/prot-199293--35.xml,1
"Greve Wachtmeister: Om man känner till hushållningssällskapens
              verksamhet och affärsställning, måste man nog utgå från att alla
              hushållningssällskap innerligt väl behöva detta extra bidrag av
              218,000 kronor. Det har nu framhållits, att affärsställningen
              är mycket olika i olika hushållningssällskap och det är alldeles
              sant, beroende dels på, att inom en del hushållningssällskap man
              varit mindre sparsam, och dels på, att inom vissa sällskap funnits
              donationer. Det är nog så, att",0,56c18e73,/content/corpus/protocols/1921/prot-1921--fk--28.xml,1
Anf. 35 PATRIK BJÖRCK (S),0,,/content/corpus/protocols/201415/prot-201415--88.xml,1
"Herr Pehrsson-Bramstorp erhöll på begäran ordet för kort genmäle
              och anförde: Herr talman! Som slutkläm skulle jag vilja säga,
              att jag aldrig har yttrat mig om huruvida trävarubolagen ha råd
              att betala de höga priserna på råvaror och rundvirke. Men den
              saken avgöra de väl själva, ty ingen tvingar dem att köpa. Anse
              de själva att de ha råd att betala dessa priser, då är väl den
              färdiga varan för högt prissatt eller säljes till för högt pris
              i utlandet. Jag förstod det emellertid som om herr Jonsson i Skutskär
              med sitt fullt logiska och ekonomiskt klara resonemang menade,
              att bolagen med de höga priserna på råvaror och rundvirke inte
              kunna betala industriarbetarna så mycket, som de skulle önska.
              Det är där meningsskiljaktigheterna ligga mellan industriarbetarna
              och skogsarbetarna. Ty det är ju ändå inte uteslutande rotvärdet
              det gäller, utan även bearbetningen och transporten av varan från
              skogen till fabrikerna.",0,a8799387,/content/corpus/protocols/1947/prot-1947--ak--2.xml,1
Anf. 50 ROGER HADDAD (L),0,,/content/corpus/protocols/201819/prot-201819--89.xml,1
Anf. 115 PATRICK RESLOW (-),0,,/content/corpus/protocols/201718/prot-201718--101.xml,1
Anf. 78 Statsrådet MAJ-INGER KLING-,0,,/content/corpus/protocols/199899/prot-199899--67.xml,1
Anf. 79 Försvarsminister THAGE G,0,,/content/corpus/protocols/199596/prot-199596--89.xml,1
"142 av Pär Granstedt (c) till utrikesministern om garantier mot
            uranimport från Sydafrika och Namibia:",1,21d50560,/content/corpus/protocols/197980/prot-197980--84.xml,0
Anf. 36 Statsminister STEFAN LÖFVEN (S),0,,/content/corpus/protocols/201920/prot-201920--99.xml,1
"463 av Elvy Nilsson (s) till industriministern om verksamheten
            vid Pripps Bryggeri i Torsby:",1,3dbd33c6,/content/corpus/protocols/197879/prot-197879--114.xml,0
Anf. 26 HANS PETERSSON i Röstånga (fp) replik:,0,4f28e933,/content/corpus/protocols/198586/prot-198586--113.xml,1
"Statsrådet fru ODHNOFF, som yttrade:",0,b2de2b13,/content/corpus/protocols/1968/prot-1968-hÃ¶st-ak--33.xml,1
Anf. 63 Statsrådet SVEN-ERIK BUCHT (S),0,,/content/corpus/protocols/201516/prot-201516--110.xml,1
Anf. 63 HENRIK VINGE (SD),0,,/content/corpus/protocols/201819/prot-201819--68.xml,1
Anf. 71 Statsrådet ANNA JOHANSSON (S),0,,/content/corpus/protocols/201617/prot-201617--93.xml,1
Anf. 7 Näringsminister IBRAHIM BAYLAN (S),0,,/content/corpus/protocols/202122/prot-202122--26.xml,1
Anf. 3 JONAS JACOBSSON GJÖRTLER (M),0,,/content/corpus/protocols/201415/prot-201415--87.xml,1
Anf. 30 ANDREAS CARLSON (KD) replik,0,,/content/corpus/protocols/201617/prot-201617--52.xml,1
Anf. 168 LARS-AXEL NORDELL (KD),0,,/content/corpus/protocols/201415/prot-201415--28.xml,1
Kommunikationsministern BO TURESSON:,0,825aa88b,/content/corpus/protocols/197778/prot-197778--104.xml,1
Anf. 41 Statsrådet LEIF BLOMBERG (s),0,,/content/corpus/protocols/199495/prot-199495--98.xml,1
Anf. 9 TOBIAS ANDERSSON (SD),0,,/content/corpus/protocols/201920/prot-201920--138.xml,1
DÉN (s):,0,,/content/corpus/protocols/200001/prot-200001--17.xml,1
TAM (s):,0,,/content/corpus/protocols/200102/prot-200102--32.xml,1
Anf. 91 Statsrådet ANDERS YGEMAN (S),0,,/content/corpus/protocols/201415/prot-201415--28.xml,1
Anf. 63 Arbetsmarknadsminister BÖRJE,0,,/content/corpus/protocols/199192/prot-199192--25.xml,1
1975/76:,1,4fab137c,/content/corpus/protocols/197576/prot-197576--35.xml,0
"2 av Carl Frick (mp) till statsrådet Maj-Lis Lööw om behandlingen
            av utvisningsärenden rörande barn:",1,df1ff43c,/content/corpus/protocols/198990/prot-198990--1.xml,0
Statsrådet INGEGERD TROEDSSON:,0,354a4c20,/content/corpus/protocols/197778/prot-197778--12.xml,1
Anf. 167 ELISABETH BJÖRNSDOTTER RAHM (M),0,,/content/corpus/protocols/202021/prot-202021--46.xml,1
"y1 > c15,3,9,11.5 > 1990/91:567 av Alf Wennerfors (m) till socialministern
            om alkoholpolitiken:",1,,/content/corpus/protocols/199091/prot-199091--103.xml,0
Anf. 112 HELÉN PETTERSSON i Umeå (s) replik:,0,,/content/corpus/protocols/200910/prot-200910--23.xml,1
Anf. 17 ANDREAS CARLSON (KD),0,,/content/corpus/protocols/201718/prot-201718--52.xml,1
Anf. 10 Socialminister INGELA,0,,/content/corpus/protocols/199596/prot-199596--60.xml,1
Anf. 136 ERIK BENGTZBOE (M),0,,/content/corpus/protocols/201718/prot-201718--132.xml,1
"243 av Elis Andersson (c) till jordbruksministern om fortsatt
            bemanning av fyren på Svenska Högarna:",1,a7176f97,/content/corpus/protocols/198384/prot-198384--45.xml,0
Anf. 40 EMMA HULT (MP) replik,0,,/content/corpus/protocols/201718/prot-201718--39.xml,1
"1990/91:577 av Bengt Harding Olson (fp) till justitieministern
            om översyn av rättsläget i visst slags brottmål:",1,,/content/corpus/protocols/199091/prot-199091--105.xml,0
SUNDSTRÖM (s),0,,/content/corpus/protocols/199495/prot-199495--55.xml,1
Fru HANSSON ts):,0,17461eca,/content/corpus/protocols/197677/prot-197677--114.xml,1
1990/91:97 av Berith Eriksson (v) till utrikesministern om Turkiet:,1,,/content/corpus/protocols/199091/prot-199091--26.xml,0
Anf. 79 SULTAN KAYHAN (S),0,,/content/corpus/protocols/201920/prot-201920--21.xml,1
Anf. 1 Justitieminister LAILA,0,,/content/corpus/protocols/199495/prot-199495--85.xml,1
Anf. 62 ANETTE ÅKESSON (M),0,,/content/corpus/protocols/201516/prot-201516--36.xml,1
1988/89:,1,01d6a898,/content/corpus/protocols/198889/prot-198889--34.xml,0
