text,tag,hash,file
"En konsekvens av regeringens politik blir dessutom att resurser
              för skolans utveckling flyttas från kommunerna till staten. Folkpartiet
              försöker därmed smygvägen göra verklighet av sin ambition att
              förstatliga skolan, och allianspartierna hänger med.",0,03ee39ea,/content/corpus/protocols/201112/prot-201112--51.xml
"Vi hade en debatt här i förra veckan då vi pratade om studiestödet.
              Då nämnde jag att 40 procent av dem som är arbetslösa och som
              saknar gymnasieutbildning är under 35 år.",0,4092abee,/content/corpus/protocols/201112/prot-201112--51.xml
Anf. 106 LARS JOHANSSON (S) replik:,1,9e7b262c,/content/corpus/protocols/201112/prot-201112--36.xml
Interpellation 2011/12:130 Landshövding i Kalmar län,0,d3d1c94a,/content/corpus/protocols/201112/prot-201112--35.xml
Anf. 56 Statsrådet TOBIAS BILLSTRÖM (M):,1,e4912174,/content/corpus/protocols/201112/prot-201112--33.xml
"Jag tror inte att de som slås ut, den tredjedel som blir arbetslös
              och har svårigheter, blir gladare för ett statsbidrag till kommunerna.
              De behöver en utbildningssituation som gör att de kan gå ut gymnasieskolan.
              Alla vill inte bli akademiker, alla kan inte bli akademiker och
              samhället fungerar inte om alla blir akademiker. Vi måste också
              värdera yrkesutbildningar i det här landet, Gustav Fridolin.",0,005ae13b,/content/corpus/protocols/201112/prot-201112--33.xml
"Speciallärare är en person som redan är vanlig lärare och som
              sedan vidareutbildar sig. Det betyder att det i praktiken blir
              kommunernas, arbetsgivarnas, sak att se till att personer skickas
              på dessa utbildningar. Det är kommunerna som är huvudman.",0,b6606979,/content/corpus/protocols/201112/prot-201112--32.xml
Anf. 1 Utbildningsminister JAN BJÖRKLUND (FP):,1,1bb117bd,/content/corpus/protocols/201112/prot-201112--29.xml
"När vi pratar om apotek och apoteksverksamhet tror jag att det
              är viktigt att förstå att det är kopplat till sjuk- och hälsovård.
              Det måste finnas ett mervärde för kunden när man går till ett
              apotek. Det kan inte vara så att mervärdet ligger i att pytsa
              ut vinster som ska gå till ägarna, ofta i skatteparadis, som vi
              nu har hört. Den här kopplingen måste vara klar och tydlig.",0,290f95e2,/content/corpus/protocols/201112/prot-201112--25.xml
"När det gäller läget nu kan vi konstatera att det är självklart
              att eurosystemet måste få utveckla sina beslutsstrukturer. Man
              kan inte följa den kris vi nu ser och dra någon annan slutsats
              än att här behövs mer beslutskraft och större förmåga att hantera
              situationen.",0,8bf2be55,/content/corpus/protocols/201112/prot-201112--22.xml
"Jag tror att vi alla vill ha en ordning som är förutsägbar och
              rättssäker och som slår vakt om de humana grunderna. Det finns
              ingen motsättning mellan ekonomi och att hålla fast vid den viktiga
              humana inriktning som Sverige har haft.",0,870ad900,/content/corpus/protocols/201112/prot-201112--20.xml
"Vi får inte heller glömma bort att det inom de kommunala energibolagen
              finns en oerhört stor kompetens som har byggts upp under ett flertal
              år. Det vore märkligt och olyckligt om de inte skulle kunna fortsätta
              med sitt arbete.",0,eb4b23a8,/content/corpus/protocols/201112/prot-201112--134.xml  
"Regeringen har också säkerställt att industrin ska betala statens
              kostnader för hantering av allehanda tillståndsärenden som rör
              kärnkraften. Vi har också säkerställt att industrin finansierar
              alla nuvarande och framtida kostnader som rör hantering och slutförvaring
              av kärnavfallet.",0,636c24b2,/content/corpus/protocols/201112/prot-201112--132.xml
"Det blir lite dubbla budskap som jag som riksdagsledamot och
              säkert också handikapprörelsen har svårt att förstå. Ni säger:
              Ja, vi är för att det inte ska finnas diskriminering, men inte
              i dag utan en annan dag.",0,b2de8956,/content/corpus/protocols/201112/prot-201112--129.xml
"Jag tycker att Lars Ohly är lite negativ i sin syn på Alliansens
              kulturpolitik. Det är inte oväntat; det tillhör uppdraget. Men
              man måste ändå konstatera att alliansregeringen har lyckats lyfta
              kulturpolitikens budget under varje år, precis som Anne Marie
              Brodén tidigare sade. Det har kommit mer resurser till amatörkulturen
              genom folkbildningsanslaget. Jag är inte säker på att man ska
              peka ut Statens musikverk, som är den plattform som har skapats,
              som ett misslyckande efter den korta tid som har gått. Jag tror
              tvärtom att de gör ganska mycket som är bra.",0,b90e41ba,/content/corpus/protocols/201112/prot-201112--127.xml
Anf. 88 Statsrådet NYAMKO SABUNI (FP):,1,0d624eef,/content/corpus/protocols/201112/prot-201112--121.xml
"Alla de här nämnderna är, som jag har lärt mig under den här
              resan, i princip uppbyggda på samma sätt, med jurister som ordförande
              och vice ordförande i praktiken handlar det då oftast om domare
              och i övrigt representanter från försäkringsbolagen.",0,ff758cfe,/content/corpus/protocols/201112/prot-201112--104.xml
3 § Anmälan om kompletteringsval,0,8afb0676,/content/corpus/protocols/201011/prot-201011--96.xml
"Fru talman! En sak tror jag att vi kan vara helt överens om:
              En bra undervisning i svenska språket är grunden för bra chanser
              på arbetsmarknaden.",0,6bfcfc6e,/content/corpus/protocols/201011/prot-201011--95.xml
Anf. 32 Statsminister FREDRIK REINFELDT (M) replik:,1,c1797537,/content/corpus/protocols/201011/prot-201011--9.xml
Anf. 27 JOSEFIN BRINK (V) replik:,1,716d9304,/content/corpus/protocols/201011/prot-201011--88.xml
"Fru talman! Matlandet Sverige har inneburit en välkommen fokusering
              på jordbrukets möjligheter att marknadsföra de särskilda kvaliteter
              som präglar svenskt jordbruk, som livsmedelssäkerhet, miljöarbete
              och djuromsorg. Det är en profil som ska vara en tillgång, inte
              en belastning som det lätt blir när fokus enkom ligger på kostnaderna.",0,3e7ebf8c,/content/corpus/protocols/201011/prot-201011--88.xml
Anf. 12 Utbildningsminister JAN BJÖRKLUND (FP):,1,f51a3eac,/content/corpus/protocols/201011/prot-201011--85.xml TP
"FN-insatsen är mycket viktig för att skydda civilbefolkningen.
              Samtidigt måste vi komma ihåg att den militära insatsen inte kommer
              att lösa konflikten i Libyen. En politisk process måste därför
              inledas så snart som möjligt för att bana väg för fred och en
              demokratisk utveckling i landet. Det internationella samfundet
              måste stödja denna process i dag och på lång sikt. EU och Sverige
              har en viktig roll i detta.",0,e653f12d,/content/corpus/protocols/201011/prot-201011--78.xml
Anf. 90 EVA FLYBORG (FP) replik:,1,be043988,/content/corpus/protocols/201011/prot-201011--73.xml
"De objekt som finns med i nuvarande plan gör faktiskt att vägstandarden
              blir jämnare, att man får en bättre framkomlighet och att trafiksäkerheten
              ökar. Vi har dock inte motorväg hela vägen, vilket var det som
              efterfrågades.",0,f2be2a51,/content/corpus/protocols/201011/prot-201011--71.xml
"Herr talman! Om jag börjar med effektiviteten och långsiktigheten
              i miljömålsarbetet kan man fundera: Varför Miljömålsberedningen?
              Varför har regeringen ändrat arbetssättet? Varför lade vi ned
              Miljömålsrådet?",0,a949a66b,/content/corpus/protocols/201011/prot-201011--70.xml
"Jag tycker att det var en blixtbelysning av de demokratiska problemen
              i EU när ministern berättade här att EU-kommissionen, som i grunden
              är ett tjänstemannaorgan, vägrar att delge de lagstiftande församlingarna,
              ministerrådet och EU-parlamentet, underlag för internationella
              avtal och beslut. Det är ett mycket märkligt sätt att förfara
              på.",0,5addbecf,/content/corpus/protocols/201011/prot-201011--61.xml
Anf. 187 ÅSA ROMSON (MP) replik:,1,ec381294,/content/corpus/protocols/201011/prot-201011--60.xml
Anf. 22 BERIT HÖGMAN (S):,1,df06fab6,/content/corpus/protocols/201011/prot-201011--58.xml
"En annan sak som saknades i slutsatserna är konsumentperspektivet.
              Var det uppe på agendan?",0,74b00231,/content/corpus/protocols/201011/prot-201011--55.xml
"Elevernas socioekonomiska bakgrund har större betydelse för kunskapsresultaten
              än i OECD-genomsnittet. Skillnaderna mellan infödda elever och
              elever med utländsk bakgrund är nu bland de största i hela OECD.",0,dbbe6a11,/content/corpus/protocols/201011/prot-201011--35.xml
"Vilka åtgärder avser ministern att vidta för att stärka barns
              rättigheter och förhindra att barn utsätts för kränkningar av
              detta slag?",0,a0f0adee,/content/corpus/protocols/201011/prot-201011--24.xml
Helene Petersson,0,3ab7692e,/content/corpus/protocols/201011/prot-201011--18.xml
17 § Svar på interpellation 2010/11:416 om cancervården,0,c2e51b48,/content/corpus/protocols/201011/prot-201011--113.xml
"I motion 281 föreslås att i syfte att erbjuda vägledning och
              stimulera allmänbildning och intresse för litteratur införa en
              svensk kulturkanon. Då den svenska regeringen inom ramen för Nordiska
              rådet redan 2005 godkände en nordisk litteraturkanon, då de flesta
              skolor redan i dag håller sig med en inofficiell men sinsemellan
              skiftande litteraturkanon och då Statens kulturråd genom litteraturstödet
              sedan länge pekar ut vissa böcker som mer kvalitativa och därmed
              mer värdefulla än andra anser inte Sverigedemokraterna att det
              borde vara särskilt kontroversiellt att bifalla denna motion.",0,66148149,/content/corpus/protocols/201011/prot-201011--111.xml
"Jag vill också i sammanhanget nämna att regeringen i mars gav
              Trafikverket i uppdrag att analysera kapacitetsbehoven inom järnvägen.
              Särskilt ska aspekter belysas som kan identifiera flaskhalsar,
              behov av följdinvesteringar i andra delar av transportsystemet,
              i vilken mån ekonomiska styrmedel kan bidra till ett effektivare
              järnvägssystem samt hur drifts- och underhållsåtgärder kan bidra
              till effektivitetsökningar. Förbättringarna ska kunna ske på såväl
              kort som medellång och lång sikt. En första delrapport ska lämnas
              i oktober i år, och slutrapportering ska ske nästa år den 29 februari.",0,bfa4f35a,/content/corpus/protocols/201011/prot-201011--102.xml
"Det beskriver tyvärr den verklighet som vi råkade in i. Vi kom
              från ett fantastiskt år på arbetsmarknaden 2007 och en bra bit
              in i 2008 till ett läge där nio av tio länder befann sig i ekonomisk
              tillbakagång och där vi hade minskad världshandel i princip för
              första gången sedan kriget.",0,6a7cfcc8,/content/corpus/protocols/200910/prot-200910--88.xml
"Rättssäkerhetsfrågorna är viktiga, också i det avseende som frågeställaren
              tar upp.",0,0bf4277a,/content/corpus/protocols/200910/prot-200910--86.xml
Är det vad Lena Asplund säger? Jag förstår ingenting!,0,847a37f2,/content/corpus/protocols/200910/prot-200910--85.xml
"Fru talman! Jag ska be att få tacka för debatten. Även om vi
              i vissa sammanhang är väldigt överens behöver den här typen av
              debatter från tid till annan lyftas fram i kammaren så att det
              blir ordenligt bokfört att en sådan debatt faktiskt förekommer.
              Det kan i ett land som Sverige, där vi i princip är överens i
              parlamentet, verka konstigt om vi aldrig debatterar dessa frågor.",0,9566d87a,/content/corpus/protocols/200910/prot-200910--78.xml
Anf. 21 LISBETH GRÖNFELDT BERGMAN (m) replik:,1,6920eaa5,/content/corpus/protocols/200910/prot-200910--72.xml
"Fru talman! Ulf Holm skapade begreppet en tillfällig regering.
              Så kommer det att bli. Vi kommer att prata ihop oss. Vi kommer
              att bilda en bra regering och bli ett alternativ som människor
              kan ta till sig.",0,17dfccb2,/content/corpus/protocols/200910/prot-200910--51.xml
"Jag har ett citat från riksdagen: Vi gör en speciell insats just
              nu på fordonsindustrin med 28 miljarder kronor som går till de
              orter som har mycket fordonsindustri.",0,"1,65×10^+69",/content/corpus/protocols/200910/prot-200910--49.xml
"Nu säger man att det är personer som oroligt hör av sig. Vad
              beror det på? Det är alltså fler än de 16 personer som nu är aktuella
              som hör av sig. Ja, inte är det utifrån de fakta som vi i alliansen
              förmedlar. Nej, det finns andra i den här kammaren som skrämmer
              människor. Berörda personer, säger man vidare, har fått information
              hela tiden. Det har ordnats möten där man har diskuterat och informerat.
              Försäkringskassan och Arbetsförmedlingen har träffat arbetsgivare
              och fackliga organisationer för att diskutera vilka möjligheter
              som finns.",0,67f31d99,/content/corpus/protocols/200910/prot-200910--48.xml
"De uppgifter som Jordbruksverket hittills har tyder inte på att
              de brister som visats i medierna är ett generellt problem. Inte
              desto mindre har man sett behov av att hitta vägar för att få
              upp kvaliteten på tillsynen, få en bättre egenkontroll och en
              extern certifiering. Detta är nu på gång.",0,60b55184,/content/corpus/protocols/200910/prot-200910--45.xml
"Tyvärr visar undersökningar att det ofta tar mycket lång tid
              för personer som kommer till Sverige att få ett jobb. Därför är
              jag som kristdemokrat positiv till de förändringar som regeringen
              nu föreslagit i den nya propositionen om etableringen av nyanlända.
              Arbetsförmedlingen ges här ett stort ansvar vad gäller personers
              etablering på arbetsmarknaden. Med hjälp av en lots från Arbetsförmedlingen
              kommer personen att få en guide in i det svenska samhället. Man
              kan få hjälp med att diskutera vilka jobb personen kan söka och
              vilka utbildningar som är mest lämpade, och den bästa platsen
              att bo på kan kanske också diskuteras.",0,ef908eca,/content/corpus/protocols/200910/prot-200910--42.xml
Anf. 21 MARIA PLASS (m):,1,0269f6d2,/content/corpus/protocols/200910/prot-200910--37.xml
"Vi har inte haft något särskilt brett och vitt riksdagshus i
              EU-frågor förut, men vi håller på att få det nu. Där ger Lissabonfördraget
              värdefulla verktyg. När jag kom in i den här kammaren, eller närmare
              bestämt i den förra, för snart tio år sedan var EU-frågor någonting
              annat något för specialister och utrikespolitiker. Den demokratiska
              förankringen kunde på ganska goda grunder ifrågasättas ibland.",0,ead7b2f7,/content/corpus/protocols/200910/prot-200910--28.xml
Handikappkoordinatorer,0,5a53aa2b,/content/corpus/protocols/200910/prot-200910--28.xml
"Herr talman! Jag har en fråga till statsrådet Sven-Otto Littorin.
              Frågan gäller a-kassan och 75-dagarsregeln.",0,3e70be0b,/content/corpus/protocols/200910/prot-200910--24.xml
"Vi har naturligtvis uppfattningen att arbetslöshetsförsäkringen
              ska vara en omställningsförsäkring och att det är orimligt att
              man kan deltidsstämpla i upp till 18 år och därmed vältra över
              kostnaderna från arbetsgivaren till den enskilde och till skattebetalarna.
              Nu har arbetsgivaren ett ansvar, och det är att lyssna på sina
              medarbetare och erbjuda dem heltid. Vi ska inte göra detta i lag
              och inte genom att vältra över kostnaderna, utan man får faktiskt
              ta ett eget ansvar.",0,d68dea26,/content/corpus/protocols/200910/prot-200910--24.xml
Anf. 32 KARIN GRANBOM ELLISON (fp):,1,30f9cc49,/content/corpus/protocols/200910/prot-200910--142.xml
"Herr talman! Verksamheten inom den kommunala sektorn kostar mycket
              pengar. Det finns undersökningar som visar att det inte finns
              ett självklart samband mellan högre kostnader och högre kvalitet,
              utan att det är vad vi gör och vad vi får för pengarna som spelar
              roll.",0,f67f3b12,/content/corpus/protocols/200910/prot-200910--138.xml
"Mats Odell säger att de här svaren hänger ihop. I någon mening
              hänger de ihop eftersom de behandlar samma fråga, så mycket kan
              jag ge rätt. Men sedan säger han att båda talar om att ärendet
              bereds för närvarande. Var då någonstans? Läs finansministerns
              svar! Står det att frågan om fastighetsavgiften bereds för närvarande
              i Regeringskansliet i Anders Borgs svar? Det gör det inte. I hans
              svar står det: I nuläget har jag därför inte för avsikt att se
              över systemet med fastighetsavgift för studentbostäder. Det är
              någonting annat.",0,79f1cdf3,/content/corpus/protocols/200910/prot-200910--128.xml
"När jag pratar om dessa frågor brukar jag måla upp en bild av
              vilka sorters samhällen som kan tänkas finnas. När man pratar
              om skattepolitik pratar man samtidigt om grunderna för både välfärden
              och jobben.",0,d53dc112,/content/corpus/protocols/200910/prot-200910--118.xml
"Jag tycker också att det är tråkigt att departementet inte har
              presenterat de här utredningarna. Vad har departementet gjort
              under den här tiden?",0,a8495c30,/content/corpus/protocols/200910/prot-200910--116.xml
"Herr talman! Jag förstår att Tina Acketoft gärna anklagar oss
              för att vi inte skulle vilja att lärarna har kunskaper i att läsa,
              skriva och räkna, men det är inte sant. Det finns inte någonting
              i vår motion som säger att det är dåligt och att lärarna inte
              ska ha den kunskapen. Tvärtom! Vi tycker att det är viktigt att
              man har de kunskaperna, men vi tycker också att det är viktigt
              att lärarna ska kunna ha djupa ämneskunskaper i ämnen som matematik,
              SO, som är ganska brett, och de naturvetenskapliga ämnena. Men
              det är någonting som ni sätter hinder för. Det blir en lite plottrig
              utbildning där man kan lite om allt. Den plottrigheten kan man
              redan skaffa sig i dag genom Internet. Det man behöver är djupa
              kunskaper. Skolan måste kunna stå för någonting som ger djup men
              som också ger förmåga att analysera. Där finns bristerna i svensk
              skola i dag.",0,8ca50d89,/content/corpus/protocols/200910/prot-200910--111.xml
Anf. 88 Finansminister ANDERS BORG (m) replik:,1,d723b3c7,/content/corpus/protocols/200910/prot-200910--104.xml
"Jag kommer så väl ihåg den där debatten på vårkanten för ett
              par år sedan, när vi stod här i kammaren och diskuterade vistelsebegreppet.
              Vi hade från alliansens sida en reservation, fru talman, som sade:
              Dagens system, där vistelsekommunen ansvarar för hemtjänsten,
              medför en orimlig belastning på de kommuner som har en hög andel
              fritidsboende med hemvist i en annan (behovsprövande) kommun.
              I stället bör det vara den behovsprövande kommunen som ansvarar
              för hemtjänsten. Det tyckte vi då.",0,9c0d01e6,/content/corpus/protocols/200809/prot-200809--91.xml
"Det tredje exemplet som vi alla står bakom är medlingen. Vi tycker
              alla att det är bra att den unge gärningsmannen får möta sitt
              brottsoffer om brottsoffret vill, så klart och på det sättet på
              ett närmare och tydligare vis får se vad brottet faktiskt innebar
              för brottsoffret.",0,34c5511c,/content/corpus/protocols/200809/prot-200809--86.xml
"Även om inte interpellanten har det tror jag att medborgare i
              allmänhet har förståelse för att regeringen är försiktig och hushållar
              med våra gemensamma resurser så att de räcker under hela den här
              krisen.",0,8f1161b8,/content/corpus/protocols/200809/prot-200809--85.xml
"Betänkandet innehåller också att kravet att den fasta läkarkontakten
              i primärvården ska vara specialist i allmänmedicin tas bort. Detta
              är ett olyckligt förslag. Självfallet ska annan specialist kunna
              dubbelspecialisera sig, men då följa den ordinarie utbildningsgången.
              Bristen på allmänläkare får inte lösas med avkall på kunskap och
              kompetens. Patienterna förväntar sig detta. Förvisso brukar jag
              säga i mina svåra stunder som allmänläkare att jag skulle vilja
              vara hjärnkirurg eller något annat smalt, för det är ett tufft
              jobb. Att man nu med ett pennstreck tar bort den specialiteten
              är förvånande.",0,d8c3b0a2,/content/corpus/protocols/200809/prot-200809--73.xml
"Det innebär också att på något vis måste omvärlden närma sig
              Hamas. Oavsett hur man tycker, tänker och känner måste de vridas
              in i en lösning en vacker dag om det ska hålla.",0,0b709f7d,/content/corpus/protocols/200809/prot-200809--70.xml
Birgitta Eriksson,0,0e022b01,/content/corpus/protocols/200809/prot-200809--64.xml
Anf. 103 TOBIAS KRANTZ (fp) replik:,1,e8877057,/content/corpus/protocols/200809/prot-200809--49.xml
Anf. 146 CAROLINE HELMERSSON-OLSSON (s) replik:,1,17d5c763,/content/corpus/protocols/200809/prot-200809--41.xml
Anf. 33 CECILIA WIKSTRÖM i Uppsala (fp) replik:,1,fff1e49a,/content/corpus/protocols/200809/prot-200809--39.xml
"Den här myndigheten ska göra delar av den verksamhet som olika
              inspektioner gjorde tidigare, men den får också en del nya uppgifter.
              Det vi huvudsakligen vänder oss emot är hur man finansierar det
              hela.",0,c6a3dffb,/content/corpus/protocols/200809/prot-200809--39.xml
Interpellation 2008/09:121 Utbetalning av aktivitetsstödet,0,b944139a,/content/corpus/protocols/200809/prot-200809--38.xml
"Under debatten de senaste veckorna har det slagit mig att det
              finns en norm som gäller, och det är socialdemokratisk politik.
              Allt som sker utanför den normen är ingenting och är passivt.
              Det är väldigt starka ord.",0,16b5ba01,/content/corpus/protocols/200809/prot-200809--35.xml
"Herr talman! Jörgen Johansson inledde med att prata om att han
              tycker att regeringens politik är den rätta i rätt tid. Min fråga
              till Jörgen Johansson blir då om han möjligen var med på den hearing
              som finansutskottets s-grupp hade för någon vecka sedan den 4
              november.",0,1f23c125,/content/corpus/protocols/200809/prot-200809--31.xml
Förbättring av konkurrensen föreslås.,0,139e0b54,/content/corpus/protocols/200809/prot-200809--31.xml
"Ni behöver se vad som händer i verkligheten och möta lågkonjunkturen.
              Tror Roger Tiefensee inte att om man drar bort platser i kommunal
              vuxenutbildning i en högkonjunktur försämrar man beredskapen och
              möjligheten för människor att möta den lågkonjunktur som nu kommer?
              Tror du inte det? Är det så att man kan hatta fram och tillbaka?
              Är det inte precis just då som man behöver detta? Det tar ju något
              år att utbilda sig. Är det inte om man inte hade dragit tillbaka
              detta som ännu fler hade kunnat stå bättre rustade i dag?",0,b388ba64,/content/corpus/protocols/200809/prot-200809--31.xml
Anmäldes att följande interpellationer framställts,0,78230a1d,/content/corpus/protocols/200809/prot-200809--30.xml
"Låt mig även påpeka att kraven enligt EU:s stabilitetspakt är
              att underskotten inte får vara högre än 3 procent av bnp och den
              ackumulerade offentliga bruttoskulden max 60 procent av bnp. I
              Sverige har vi en betydligt bättre situation än vad EU kräver,
              bland annat efter ett åttaårigt s-, v- och mp-samarbete. Och alla
              partier i Sveriges riksdag lägger fram budgetförslag med finansiellt
              överskott, även om det är före finanskrisen.",0,94b17e7d,/content/corpus/protocols/200809/prot-200809--25.xml
Anf. 61 LENNART HEDQUIST (m):,1,5e2485f3,/content/corpus/protocols/200809/prot-200809--21.xml
"Ja, det finns grund för en oro när man lyssnar in hur vissa har
              andra utgångspunkter. Men här gäller det att tro på vår syn och
              att driva på. Det gäller också att visa att vi här nationellt
              öppnar fler dörrar än den asyldörr som varit den dörr som huvudsakligen
              funnits gentemot omvärlden, bland annat genom att lägga fram förslag
              om arbetskraftsinvandring också på riksdagens bord för att få
              med det i nationell lagstiftning.",0,161c7f34,/content/corpus/protocols/200809/prot-200809--17.xml  
"För det fjärde genomförde regeringen en stor reform i syfte att
              stärka rättssäkerheten vid användande av hemliga tvångsmedel i
              januari 2008. Sedan januari 2008 ska personer som har utsatts
              för hemliga tvångsmedel i efterhand underrättas om detta.",0,57f01eaa,/content/corpus/protocols/200809/prot-200809--17.xml
"Runt om i vårt land, fru talman, finns det åtskilliga exempel
              på bra sätt att arbeta med turism, och jag skulle också vilja
              peka på Göteborg som arbetar på ett alldeles utmärkt sätt. Det
              finns fler exempel runt om i vårt land, men problemet är att alla
              man träffar när man åker runt säger så här: Vad gör regeringen
              för oss?",0,6831531e,/content/corpus/protocols/200809/prot-200809--141.xml  
"Vi har satsat 3,4 miljarder kronor på en förstärkt företagshälsovård
              och en rehabiliteringsgaranti. Man kan fråga sig hur det ser ut
              när väl de första eventuellt når upp till 30 månaders sjukskrivning.
              Jag hoppas att det inte ska behöva gå så långt för någon utan
              att man ska få möjlighet att komma tillbaka till arbetsgemenskapen
              i stället.",0,b5749635,/content/corpus/protocols/200809/prot-200809--14.xml
"Ni säger att ni ska minska utsläppen med nio miljoner ton ytterligare.
              Jag skulle vilja, Peter, att du här inför kammaren och inför svenska
              folket berättade vad det är för åtgärder som ni vill vidta och
              vad de leder till konkret i minskade utsläpp. Det är först när
              man vidtar rejäla åtgärder och kan visa på att de leder till minskade
              utsläpp som man skapar en trovärdighet i miljöpolitiken.",0,c07f96e6,/content/corpus/protocols/200809/prot-200809--134.xml
Riksdagens protokoll,0,fbf3ac23,/content/corpus/protocols/200809/prot-200809--133.xml
"Dessutom är det i allra högsta grad oklart med regeringens förslag
              hur anslutningsresorna ska fungera. Avregleringen innebär att
              olika operatörer plockar russinen ur kakan, som man ibland säger.
              Det är vad som kommer att hända på de attraktiva sträckorna. Då
              blir det definitivt svårare att upprätthålla trafik på de sträckor
              som ensamma kanske inte är lönsamma men som tillsammans med en
              annan sträcka mycket väl kan vara lönsam. Slutsatsen är att notan
              hamnar hos skattebetalarna. Återigen: Var är analysen?",0,e5e532ac,/content/corpus/protocols/200809/prot-200809--131.xml
"Skälet till att vi kan göra detta är att vi nu får en insatsorienterad
              insatsorganisation där man genom avtal ser till att de som utbildas
              också är beredda att åka ut internationellt och göra en insats.
              Genom att vi får kontrakterade soldater som tjänstgör deltid eller
              heltid har vi dem tillgängliga på ett helt annat sätt än tidigare.
              Då finns det inget skäl att avstå från att utnyttja den tillgängligheten
              för en högre beredskap.",0,4a6cb4fb,/content/corpus/protocols/200809/prot-200809--131.xml
"Det är ju så, Erik, att om vi i dag har 75100 båtar som fiskar
              sill och ska ta upp 5 000 eller 100 000 ton sill och vi sedan
              minskar antalet fartyg till hälften som ska ta upp 100 000 ton
              sill har inte det minskat fisketrycket ett enda dugg.",0,28b9db8b,/content/corpus/protocols/200809/prot-200809--130.xml  
Anf. 6 Socialminister GÖRAN HÄGGLUND (kd):,1,8b1f4f23,/content/corpus/protocols/200809/prot-200809--110.xml
Förhandlingarna leddes av talmannen.,0,61c62638,/content/corpus/protocols/200809/prot-200809--11.xml
"Vi har en stor majoritet här inne i riksdagen för att man ska
              gå från 21 myndigheter till 1 myndighet inom polisen. Med det
              läge som vi ser nu, om vi ser hur lite pengar du fick på ditt
              område i den senaste budgeten, är det inte dags att tänka om,
              så att vi går från 21 myndigheter till 1 myndighet? Då kan vi
              spara massor av pengar och dessutom komma överens i en fråga där
              jag tror att vi tycker lika.",0,a2fd116e,/content/corpus/protocols/200809/prot-200809--107.xml
"I Sverige lägger vi CO2-skatt, alltså det mest effektiva styrmedlet
              vi känner till, i form av nästan 1 000 kronor per ton. I Kina
              är siffran noll. Noll i förhållande till tusen vad ger det för
              impulser? Jo, mer kolproduktion och utsläpp i Kina, mindre i Sverige.
              Mitt budskap kommer att vara: Vi har gjort massvis. Vi kommer
              att göra mer. Kina måste vara en del av lösningen för att klara
              klimathotet. Och jag kommer att vara på plats i Kina, Maria Wetterstrand,
              och säga detta.",0,0741bf57,/content/corpus/protocols/200708/prot-200708--93.xml  
Övriga punkter,0,f9658bef,/content/corpus/protocols/200708/prot-200708--92.xml
"Herr talman! Jag vill börja med frågan om förlängd utredningstid.
              Det är riktigt att det är ett antal andra frågeställningar som
              också prövas inom ramen för utredningen. Det framgår ju med önskvärd
              tydlighet av utskottsbetänkandet.",0,6700e37e,/content/corpus/protocols/200708/prot-200708--92.xml
"Sedan fick jag frågan vilka andra länder som har statligt monopol
              vad gäller apotek. Nu ska jag inte förekomma socialministern som
              inte deltagit i den gissningslek som Finn Bengtsson och Chatrine
              Pålsson Ahlgren vill att vi ska delta i. Jag tycker inte att det
              är relevant att behöva diskutera den frågan. Vi diskuterar apoteksmonopolet
              i Sverige och att medborgarna i Sverige ska få god service.",0,e5ebe343,/content/corpus/protocols/200708/prot-200708--91.xml
Anf. 234 CARL B HAMILTON (fp) replik:,1,db059563,/content/corpus/protocols/200708/prot-200708--87.xml
"Men för att återgå till de centrala frågorna är det viktigast
              att vi pratar om studenternas ekonomi, vad studenterna kan förvänta
              sig och hur vi ska ta oss an eller regeringen ska ta sig an frågan
              om specialbyggnader. Det är lite anmärkningsvärt att regeringen
              egentligen inte har något svar på frågan.",0,a909320d,/content/corpus/protocols/200708/prot-200708--82.xml
"Herr talman! Jag tycker att det är beklagligt att Maria Larsson
              påstår att hårt arbetande tjänstemän på länsstyrelserna, som gör
              ett oerhört viktigt jobb med bland annat den här tillsynen, skulle
              syssla med något slags dold arbetslöshet. Det är väldigt låg retorik,
              tycker jag. Det är möjligt att man försöker använda sig av det
              från den borgerliga regeringens sida, men det är oerhört trist
              att man påstå att tjänstemän på länsstyrelserna, som gör ett så
              oerhört viktigt jobb, finns där för att de ska dölja arbetslöshet.
              Det är tragiskt att man ser det på det sättet från regeringens
              sida, och det är också tragiskt att man har dragit in de pengarna.",0,ed034ff5,/content/corpus/protocols/200708/prot-200708--75.xml
"Om de allmänna formuleringarna och välviljan, som jag trots allt
              kan notera i svaret, står för någonting när det gäller folkstyret
              skulle ministern kunna formulera sig på följande sätt: Varje ny
              region bör göra en demokratiredovisning. Den ska innehålla en
              analys av effekterna för folkstyret, närheten mellan väljare och
              valda och de förtroendevaldas möjlighet att i praktiken utöva
              en demokratisk styrning samt en bedömning av hur eventuella problem
              med ett demokratiskt underskott ska lösas.",0,c8acad75,/content/corpus/protocols/200708/prot-200708--62.xml
"Min fråga till Socialdemokraterna är: Tänker ni ändra ägarpolitiken?
              Berätta det i så fall här! Berätta att ni inte ska ha samma krav
              på statliga bolag som ni har på andra! Berätta att ni tänker ändra
              ägarpolitiken! Jag tror att det är en viktig signal både till
              arbetarna och till dem som jobbar med företagen.",0,02494cab,/content/corpus/protocols/200708/prot-200708--57.xml  
